density,dual2,n,dsrse_lp_adaptive_failed_solves,lp_cons_status,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,dsrse_lp_adaptive_total_solves,n_base,dual1,lp_orig_status,opt_mc,length,cdsrse_lp_adaptive,sdp_orig,lp_cons,m_base,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap
dense,1.5102573943964794,8,0,OPTIMAL,1.9684468167586284,0,1,1.0963414605984922,1.2480820712752176,0.8251158569296365,0.9662498022971058,uniform,42,8,1.6925933718104125,OPTIMAL,1.1345110333606123,short,1.008839492750596,NaN,1.035339744588323,12,1.0284224524659087,5.0855252752479245,0.19,12,40,1.134485431809939,uniform01,0.9662498022971057,0.8516883255290267,4.482570134363298,0.9125867568880954,1.1001057147749271,NaN,1.4919144213138822,1.3311967446652706,1.7350618538523668,0.7272876443391694,0.8516883255290268,0.9999774338460179,0.9663559263508832,0.8892284544490007,0.9064895996820309,0.14831167447097326,3.482570134363298,0.08741324311190457,0.10010571477492713,NaN,0.4919144213138822,0.3311967446652706,0.7350618538523668,0.27271235566083063,0.14831167447097315,2.2566153982106485e-5,0.03364407364911681,0.11077154555099933,0.09351040031796909
dense,1.5073766672130575,8,0,OPTIMAL,2.374780022381558,0,2,1.0082967164792753,1.1172925079097005,0.8540221498578614,0.8759613463621813,uniform,37,8,1.594609804408208,OPTIMAL,1.0734141149010605,short,0.8759613463621813,NaN,1.1172925079097005,12,1.0429573702611654,5.654238148527519,0.12,12,29,1.0734141149010605,uniform01,0.6785085778233022,0.6321032753382809,5.267527294485674,1.0408774138513022,1.0408774138513022,NaN,1.4855495025376926,1.4042825096929124,2.2123614636839832,0.7956129307434894,0.8160516376691404,1.0,0.9393361820775132,0.8160516376691404,0.9716262864284188,0.3678967246617191,4.267527294485674,0.04087741385130217,0.04087741385130217,NaN,0.4855495025376926,0.40428250969291235,1.2123614636839832,0.20438706925651062,0.18394836233085965,0.0,0.06066381792248676,0.18394836233085965,0.02837371357158125
