density,dual2,n,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,n_base,dual1,opt_mc,length,sdp_orig,lp_cons,m_base,p_star,m,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,alpha_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,mu_pes_bound,alpha_pes_over_pstar,alpha_pes_over_pstar_over_opt,mu_pes_bound_over_opt,alpha_pes_over_pstar_gap,mu_pes_bound_gap,mu_pes_bound_1
dense,2.911285546328394,10,17,1.9395448991554602,2.036053755853657,1.9668019065826636,1.871191492966587,uniform,10,3.2122003799837264,2.014139520254252,short,NaN,2.010037828570389,15,0.198,15,1.927739863397103,uniform01,1.7236732017600782,0.8557863963378729,0.9979635513614542,1.0108801974138508,NaN,1.5948251586753233,1.4454239723973503,0.9764973512531979,0.9290277431875126,0.957103439961179,0.962964521400496,0.1442136036621271,0.002036448638545796,0.010880197413850823,NaN,0.5948251586753233,0.4454239723973503,0.02350264874680208,0.07097225681248742,0.04289656003882103,0.03703547859950396,NaN,8.705420210909486,4.322153516857943,2.975325115027095,3.3221535168579432,1.9753251150270952,5.9927198997811
sparse,1.4749304093057336,5,17,0.7557073138477377,1.0821701884965758,0.9979395747090503,0.7557073138477377,uniform,10,1.562154470946116,1.06478162878719,short,NaN,1.005606516539121,15,0.176,15,1.0580446110532884,uniform01,0.9979395747090506,0.9372246362343103,0.9444251190589465,1.0163306346008163,NaN,1.4671125315389264,1.3851952075710698,0.93722463623431,0.709729857669037,0.993672864414861,0.709729857669037,0.0627753637656897,0.05557488094105345,0.016330634600816296,NaN,0.4671125315389264,0.38519520757106984,0.06277536376569004,0.29027014233096304,0.0063271355851389766,0.29027014233096304,NaN,5.670111219937787,5.325139978604035,2.7434814405421215,4.325139978604035,1.7434814405421215,2.9212086368078665
dense,2.5699878545940296,10,17,1.553956287294293,1.6600779165446724,1.585895109459016,1.4262177143446577,uniform,10,3.0857724802809403,1.613547006718195,long,NaN,1.5858951094590141,15,0.108,21,1.585895109459016,uniform01,1.5858951094590141,0.982862663966994,0.982862663966994,1.0288376537111967,NaN,1.912415608242561,1.5927567302926902,0.9828626639669951,0.8839021784964619,0.9828626639669951,0.9630684949519357,0.017137336033006045,0.017137336033006045,0.02883765371119673,NaN,0.912415608242561,0.5927567302926902,0.017137336033004935,0.11609782150353809,0.017137336033004935,0.036931505048064306,NaN,14.684213976472353,9.10058022191661,3.257413060245021,8.10058022191661,2.257413060245021,5.255989093003109
sparse,1.3770840884834996,5,17,0.7362959602251262,0.9979395747090506,0.9979395747090503,0.6790632767302023,uniform,10,1.6172427271349297,0.9979395747090503,long,NaN,0.9979395747090506,15,0.112,21,0.9979395747090503,uniform01,0.9979395747090506,1.0000000000000004,1.0000000000000004,1.0000000000000004,NaN,1.6205818148923872,1.3799273256449311,1.0,0.6804653246948178,1.0,0.7378161753328538,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,NaN,0.6205818148923872,0.37992732564493115,0.0,0.3195346753051822,0.0,0.2621838246671462,NaN,8.91017477418795,8.92857142857143,1.915175333947453,7.928571428571431,0.9151753339474531,1.9112292582527846
dense,3.8620631947498922,10,18,2.583058236095121,2.6702335641032726,2.657444576122943,2.5655784695722432,uniform,10,4.2118506446477975,2.663803346682994,short,NaN,2.6574445761229466,15,0.222,15,2.657444576122943,uniform01,2.657444576122946,0.9976128979010535,0.9976128979010536,1.002413923470847,NaN,1.5811417347652386,1.4498304462148035,0.9976128979010522,0.9631260778942027,0.9976128979010522,0.9696880362101737,0.0023871020989465475,0.0023871020989464364,0.0024139234708469015,NaN,0.5811417347652386,0.4498304462148035,0.0023871020989477687,0.03687392210579732,0.0023871020989477687,0.030311963789826257,NaN,11.970471063616875,4.493751792347088,1.285027348648976,3.493751792347088,0.28502734864897605,3.4230601519103168
sparse,2.0740404596640265,5,18,1.370079701360191,1.6419456521323001,1.051465825715014,1.2226000842031035,uniform,10,2.2617140305299737,1.4845058717655661,short,NaN,1.527258894585709,15,0.193,15,1.3708900029557602,uniform01,1.0514658257150165,0.7082934771180646,1.0287994972827528,1.1060553436407,NaN,1.5235467057062235,1.3971251303959544,0.7082934771180629,0.8235737611121939,0.9234655308741357,0.9229196916080334,0.29170652288193544,0.028799497282752773,0.1060553436406999,NaN,0.5235467057062235,0.39712513039595443,0.2917065228819371,0.17642623888780606,0.07653446912586426,0.07708030839196656,NaN,5.4480094596632975,3.6699143892127695,1.238620824338424,2.6699143892127695,0.23862082433842402,1.8387398866214963
dense,3.241293898643508,10,18,2.4178421799581433,2.561707246706319,1.9916134807388344,1.9916134807388344,uniform,10,3.3428032806133134,2.4787855237518697,long,NaN,2.1357698930393525,15,0.107,19,2.4279630825331324,uniform01,1.9916134807388346,0.8034634145048356,0.8616194796097842,1.033452560602718,NaN,1.3485649519017981,1.3076136953299258,0.8034634145048356,0.8034634145048356,0.9794970396866717,0.9754140311012133,0.1965365854951644,0.13838052039021576,0.03345256060271806,NaN,0.34856495190179815,0.3076136953299258,0.1965365854951644,0.1965365854951644,0.020502960313328322,0.024585968898786725,NaN,18.61321010036294,7.509003873876969,1.3983099635554739,6.509003873876969,0.3983099635554739,3.466110495379313
sparse,1.7163837466672143,5,18,1.0568661498603718,1.2780229667911882,0.9704852200686023,0.9704852200686022,uniform,10,2.0015720432533715,1.1183136825705964,long,NaN,1.116553975247088,15,0.111,19,1.0615304436214164,uniform01,0.9048794189474397,0.8091463361759565,0.9984264635665877,1.1428125996397347,NaN,1.7898127103770074,1.5347963397191675,0.8678112726277387,0.8678112726277386,0.9492242294499554,0.9450534016815576,0.19085366382404345,0.0015735364334122925,0.1428125996397347,NaN,0.7898127103770074,0.5347963397191675,0.13218872737226128,0.1321887273722614,0.05077577055004456,0.0549465983184424,NaN,8.152066837364321,7.289606632215825,1.3056544341648135,6.289606632215825,0.3056544341648135,1.4601312184354809
dense,2.748159593036509,10,19,1.8329627889262576,2.173982109668885,1.476118156240519,1.2223484981537331,uniform,10,2.8057466445020234,2.0087802616256787,short,NaN,1.916118462748091,15,0.128,15,1.9908511732397238,uniform01,1.2139828410288258,0.6043382963382794,0.9538716102264975,1.082239880189539,NaN,1.3967414445975144,1.36807377369014,0.7348330648400122,0.6085028420004999,0.9910746393080122,0.9124755076211599,0.3956617036617206,0.04612838977350253,0.08223988018953898,NaN,0.39674144459751437,0.36807377369014005,0.2651669351599878,0.39149715799950013,0.008925360691987794,0.08752449237884008,NaN,9.484240945537701,4.721392940142808,2.0090372091166713,3.721392940142808,1.0090372091166713,4.03571429054511
sparse,2.5035829792777804,5,19,1.4583589920286224,1.763108735544398,0.9552905350290359,1.0057004072248654,uniform,10,2.559119690376991,1.6421121080110506,short,NaN,1.5654160669981811,15,0.103,15,1.5578761303050963,uniform01,0.9552905350290365,0.5817450162925222,0.9532942722736727,1.0736835365521422,NaN,1.5584317769123772,1.5246114848456696,0.5817450162925218,0.6124432079384543,0.9487026632986818,0.8880995304242701,0.4182549837074778,0.046705727726327306,0.07368353655214221,NaN,0.5584317769123772,0.5246114848456696,0.41825498370747816,0.3875567920615457,0.0512973367013182,0.11190046957572986,NaN,9.274665388631423,5.648009866917691,1.4663282788139902,4.648009866917691,0.4663282788139902,2.407875420959457
dense,2.3893063149103635,10,19,1.2892040910498657,1.6386147876942112,1.1560950379463162,0.8697132580330589,uniform,10,2.796082777111689,1.4919959432228882,long,NaN,1.2935409818154426,15,0.072,25,1.4080245755064813,uniform01,0.9552905350290365,0.6402768984515438,0.8669869296167393,1.0982702701956475,NaN,1.8740552143002605,1.6014160934976662,0.7748647328417085,0.5829193182351254,0.9437187694123224,0.864080158465466,0.3597231015484562,0.1330130703832607,0.09827027019564749,NaN,0.8740552143002605,0.6014160934976662,0.22513526715829146,0.41708068176487456,0.056281230587677644,0.13591984153453396,NaN,13.267924097625508,8.892734700715888,3.2199477194667616,7.892734700715888,2.2199477194667616,4.804148934834199
sparse,2.210100131125712,5,19,1.0414381264413168,1.3044672424564316,0.9552905350290359,0.6545044946148889,uniform,10,2.659416010209765,1.2251916399648801,long,NaN,1.081604740870346,15,0.05,25,0.9552905350290359,uniform01,0.9552905350290365,0.7797070302050214,0.8828045389710216,1.0647046550969153,NaN,2.170612272775544,1.8038811717561702,0.779707030205021,0.5342058117811269,0.779707030205021,0.8500205947137947,0.2202929697949786,0.11719546102897838,0.06470465509691525,NaN,1.1706122727755441,0.8038811717561702,0.22029296979497903,0.4657941882188731,0.22029296979497903,0.14997940528620535,NaN,19.10581070058073,15.594140604100428,1.6916018130032815,14.594140604100428,0.6916018130032815,2.072536399441055
dense,2.887473490241731,10,20,2.0918899191762557,2.379077308487294,1.9180216304899242,1.91680278705242,uniform,10,3.269273456871931,2.141997450375904,short,NaN,2.2515576612413013,15,0.129,15,2.123898363978248,uniform01,1.4640024500195157,0.6834753466968855,1.0511486187092194,1.1106816714790133,NaN,1.526273271846425,1.3480284440744792,0.8954360007073426,0.8948669788173819,0.9915503697754263,0.976607100446896,0.3165246533031145,0.051148618709219384,0.11068167147901331,NaN,0.5262732718464249,0.3480284440744792,0.10456399929265736,0.10513302118261814,0.008449630224573679,0.023392899553103974,NaN,11.348856201701672,5.298258501526243,1.6079075112089258,4.298258501526243,0.6079075112089258,3.4441337894497845
sparse,1.745267855845624,5,20,1.1216753460899063,1.369761407799278,0.7743813929989605,0.7743813929989605,uniform,10,1.8083788636452147,1.213216398824077,short,NaN,1.0861698635710122,15,0.207,15,1.1590706946025702,uniform01,0.7743813929989588,0.638287937543159,0.8952812248695237,1.129033047300493,NaN,1.4905657930423668,1.438546212808567,0.6382879375431605,0.6382879375431605,0.955370118410872,0.9245468056458042,0.36171206245684095,0.10471877513047634,0.12903304730049303,NaN,0.4905657930423668,0.4385462128085671,0.3617120624568395,0.3617120624568395,0.04462988158912795,0.07545319435419584,NaN,3.7409729130384486,3.0835166064886916,1.9588692080306462,2.0835166064886916,0.9588692080306462,2.376532246334312
dense,2.703696758117215,10,20,1.7097297108932956,2.0305877542332604,1.6273274706451113,1.2990427757727894,uniform,10,3.191968665194146,1.7582520449866619,long,NaN,1.8241706858020845,15,0.078,23,1.7278382719103214,uniform01,1.4640024500195157,0.8326465219783786,1.0374910076194013,1.1548900284365455,NaN,1.8154215570489272,1.5377185346243833,0.9255370839949492,0.7388262561541021,0.9827022677647043,0.9724030839425332,0.16735347802162137,0.03749100761940127,0.15489002843654553,NaN,0.8154215570489272,0.5377185346243833,0.07446291600505084,0.26117374384589787,0.017297732235295737,0.027596916057466836,NaN,18.76926217973738,10.674955409979214,2.0791131551960524,9.674955409979214,1.0791131551960524,3.6556049568821303
sparse,1.5162740287247893,5,20,0.8936099232186678,1.0378009256302732,0.7743813929989605,0.7743813929989605,uniform,10,1.9984712415969283,0.9095391914454986,long,NaN,0.8273131172072247,15,0.102,23,0.8889000462130959,uniform01,0.7743813929989588,0.8513996980913618,0.9095958975581966,1.1410183699516376,NaN,2.197234885965528,1.667079377101968,0.8513996980913636,0.8513996980913636,0.9773081298458381,0.9824864410718631,0.14860030190863815,0.09040410244180341,0.14101836995163763,NaN,1.197234885965528,0.6670793771019681,0.14860030190863638,0.14860030190863638,0.022691870154161853,0.017513558928136885,NaN,7.591974441166263,8.347055863640803,1.9624687082404821,7.3470558636408025,0.9624687082404821,1.7849422021301402
dense,3.275059478340703,10,21,1.967697473359587,2.8331836304301095,1.7768462021675122,1.7322661488701934,uniform,10,3.538722874627879,2.5135359153424695,short,NaN,1.9033070906856904,15,0.087,15,2.2508255511473214,uniform01,1.7768462021675102,0.7069110058550386,0.7572229539542364,1.1271705381795143,NaN,1.4078664454435408,1.302969039889162,0.7069110058550394,0.689175013691488,0.8954817543717677,0.782840404765606,0.29308899414496137,0.24277704604576356,0.1271705381795143,NaN,0.4078664454435408,0.302969039889162,0.2930889941449606,0.31082498630851196,0.10451824562823231,0.217159595234394,NaN,20.423519565143796,8.125413860402743,1.278043776300452,7.125413860402743,0.27804377630045196,3.212408933111103
sparse,2.3101586207296623,5,21,1.8135050408055728,1.9133134202670814,1.7768462021675122,1.7768462021675122,uniform,10,2.642067872935447,1.8697897971767432,short,NaN,1.7768462021675102,15,0.121,15,1.8049949532645944,uniform01,1.7768462021675102,0.950291955197546,0.950291955197546,1.0232772813051263,NaN,1.4130293559868556,1.2355178235638287,0.9502919551975471,0.9502919551975471,0.9653464555160239,0.969897816077424,0.049708044802454054,0.049708044802454054,0.023277281305126296,NaN,0.41302935598685564,0.23551782356382867,0.049708044802452944,0.049708044802452944,0.03465354448397606,0.03010218392257602,NaN,14.684679356756282,7.853652522293768,0.4977943327483116,6.853652522293768,0.5022056672516884,0.9307707644651977
dense,2.95709632913868,10,21,1.7688957471768634,2.05310646822656,1.7768462021675122,1.7322661488701934,uniform,10,4.094832724146468,1.95225646006559,long,NaN,1.7768462021675102,15,0.033,36,1.849398414379353,uniform01,1.7768462021675102,0.9101499923364645,0.9101499923364645,1.051658176179159,NaN,2.0974870914290094,1.5147068992356312,0.9101499923364655,0.8873148504331211,0.9473132512094331,0.9060775483961947,0.08985000766353546,0.08985000766353546,0.05165817617915902,NaN,1.0974870914290094,0.5147068992356312,0.08985000766353446,0.11268514956687892,0.052686748790566895,0.0939224516038053,NaN,53.84382430810637,27.580302798074683,1.2844052459191249,26.580302798074683,0.28440524591912486,2.5074884386877443
sparse,2.152404564734562,5,21,1.7768462021675122,1.830097482860439,1.7768462021675122,1.7768462021675122,uniform,10,2.485644344215485,1.7919034608462026,long,NaN,1.7768462021675102,15,0.063,36,1.7768462021675122,uniform01,1.7768462021675102,0.9915970592123408,0.9915970592123408,1.0213147766321071,NaN,1.3871530462035453,1.2011833292169198,0.9915970592123419,0.9915970592123419,0.9915970592123419,0.9915970592123419,0.008402940787659241,0.008402940787659241,0.021314776632107124,NaN,0.3871530462035453,0.20118332921691984,0.00840294078765813,0.00840294078765813,0.00840294078765813,0.00840294078765813,NaN,28.20390797091286,15.739635860513344,0.43005539824312766,14.739635860513344,0.5699446017568723,0.7706177564674523
dense,2.950714512677819,10,22,1.8865003373821114,2.2102015866527576,1.833885355036337,1.5403994449566671,uniform,10,3.104269992489542,2.138652049655535,short,NaN,2.052443059355735,15,0.116,15,2.0796733153068465,uniform01,1.8338853550363423,0.8574958957590693,0.9596900345179173,1.0334554361046,NaN,1.4515077349723795,1.3797076121630352,0.8574958957590668,0.7202665086191903,0.9724224731376065,0.8820978324575816,0.14250410424093074,0.040309965482082655,0.0334554361046,NaN,0.4515077349723795,0.37970761216303517,0.14250410424093318,0.2797334913808097,0.027577526862393453,0.11790216754241845,NaN,15.809356508933984,7.392205997923011,2.1610864263678957,6.392205997923011,1.1610864263678957,4.6218119152344554
sparse,2.5510653027177317,5,22,1.460872231542003,1.6268282270986205,1.2513491605069071,1.2370684742492228,uniform,10,2.652834584060346,1.6348904918776614,short,NaN,1.5053375068366925,15,0.117,15,1.6146679979292708,uniform01,1.2513491605069054,0.7654024332050147,0.9207573928134,0.9950686209143088,NaN,1.6226374777026087,1.560389099693062,0.7654024332050158,0.7566674834768031,0.9876306737063685,0.8935596841499767,0.23459756679498533,0.07924260718660003,0.00493137908569119,NaN,0.6226374777026087,0.560389099693062,0.23459756679498422,0.24333251652319687,0.012369326293631522,0.10644031585002334,NaN,10.69529197014449,6.541901138504399,1.1719566042751517,5.541901138504399,0.1719566042751517,1.9160207092226766
dense,2.7247909980366964,10,22,1.340465789892979,1.962222588558166,1.2193193658999661,1.3243517341117268,uniform,10,3.1127429702115377,1.8413016650956107,long,NaN,1.6943439213712375,15,0.06,31,1.721514397044214,uniform01,1.4968287519805332,0.8129188064916074,0.9201881220713813,1.0656714354604553,NaN,1.6905122225313942,1.479817810241979,0.6622051068620808,0.7192475623178014,0.9349442460612902,0.7279990103215241,0.18708119350839258,0.07981187792861866,0.06567143546045529,NaN,0.6905122225313942,0.479817810241979,0.3377948931379192,0.2807524376821986,0.06505575393870977,0.27200098967847586,NaN,24.947145866342222,13.548646774860124,1.3438256239408712,12.548646774860124,0.34382562394087124,2.474388358960474
sparse,2.0173712565094117,5,22,1.1129981270107123,1.3713496336314992,1.2193193658999661,1.1116834179124617,uniform,10,2.3199731077001164,1.3631819660741245,long,NaN,1.2193193658999695,15,0.071,31,1.346240384203721,uniform01,1.2193193658999695,0.8944655931823468,0.8944655931823468,1.0059916194320682,NaN,1.701880721310808,1.4798987271811628,0.8944655931823443,0.8155062534417454,0.9875720319869004,0.8164706948229917,0.10553440681765325,0.10553440681765325,0.005991619432068163,NaN,0.701880721310808,0.4798987271811628,0.10553440681765569,0.18449374655825457,0.012427968013099644,0.18352930517700827,NaN,17.17351219577422,12.598106946230237,1.2197674843745554,11.598106946230237,0.2197674843745554,1.6627650375029952
dense,4.384183518792996,10,23,3.487802983349076,3.5675354617948507,3.532216363450027,2.6919107538805815,uniform,10,4.512192648989367,3.561433459406102,short,NaN,3.536422741977613,15,0.179,15,3.5507817782895104,uniform01,2.984152114596879,0.8379075865408729,0.9929773452983003,1.001713355719909,NaN,1.2669596948588817,1.2310165467822876,0.9917962538710614,0.7558503576055804,0.9970091590259929,0.9793256066984599,0.16209241345912706,0.007022654701699715,0.0017133557199089378,NaN,0.2669596948588817,0.23101654678228756,0.008203746128938594,0.2441496423944196,0.0029908409740071473,0.020674393301540084,NaN,16.671240863669716,4.6810479695020835,0.7032077888697168,3.6810479695020835,0.2967922111302832,2.5044277481955914
sparse,2.137888415117533,5,23,1.673886207108521,1.723077080308693,1.670289657346543,1.4589293842063593,uniform,10,2.1723904808863748,1.7052556444070692,short,NaN,1.6779882105910695,15,0.159,15,1.7047378231398624,uniform01,1.4611456275368262,0.856848433446985,0.984009767740437,1.0104508880882903,NaN,1.2739383024541941,1.253705520418256,0.9794951641560559,0.8555487788540003,0.9996963380423897,0.9816042612722413,0.14315156655301498,0.015990232259562975,0.010450888088290311,NaN,0.27393830245419415,0.2537055204182559,0.020504835843944136,0.14445122114599973,0.000303661957610335,0.01839573872775868,NaN,9.189595141741044,5.388983858157138,1.3521882282059365,4.388983858157138,0.35218822820593654,2.3058266084489674
dense,4.02628297493744,10,23,2.750808923355772,3.124518788490919,2.9819358712664084,2.6919107538805815,uniform,10,4.35553344274838,3.0826154867048228,long,NaN,2.9819358712664155,15,0.082,27,3.03848730197678,uniform01,2.981935871266415,0.9673395479025412,0.9673395479025413,1.013593424793596,NaN,1.4129343933856144,1.3061255911749654,0.967339547902539,0.8732554434669739,0.9856848235148479,0.8923620007814412,0.032660452097458825,0.032660452097458714,0.013593424793596043,NaN,0.41293439338561444,0.3061255911749654,0.032660452097461046,0.12674455653302608,0.014315176485152126,0.10763799921855877,NaN,36.36507160080994,11.796823754909038,0.7370703055337201,10.796823754909038,0.2629296944662799,2.272104338628501
sparse,2.0892800188156033,5,23,1.5539402999291143,1.6024009398857701,1.4589293842063589,1.4589293842063593,uniform,10,2.202540110821826,1.6028507997215495,long,NaN,1.458929384206362,15,0.097,27,1.553656733463735,uniform01,1.458929384206362,0.9102091002230589,0.9102091002230589,0.9997193376726907,NaN,1.3741391969885504,1.3034775408781387,0.9102091002230569,0.9102091002230572,0.9693083933536667,0.9694853071783525,0.0897908997769411,0.0897908997769411,0.00028066232730927787,NaN,0.37413919698855036,0.3034775408781387,0.0897908997769431,0.08979089977694277,0.030691606646333303,0.030514692821647538,NaN,15.040509115529504,9.383598971371741,1.0766329014656995,8.383598971371741,0.07663290146569945,1.7256819071208285
dense,4.16697569966047,10,24,2.4121943488776405,2.9953873716006765,1.9515268528220124,1.905477933931868,uniform,10,4.279981401574785,2.946940389187041,short,NaN,2.6423857577588423,15,0.077,15,2.8621212394344075,uniform01,1.9515268528220089,0.6622213533679138,0.8966539558975556,1.016439756498434,NaN,1.452347464264618,1.4140006750560687,0.662221353367915,0.6465953437414197,0.9712178943069724,0.8185419554900062,0.33777864663208623,0.10334604410244441,0.01643975649843399,NaN,0.4523474642646179,0.41400067505606875,0.337778646632085,0.3534046562585803,0.028782105693027638,0.1814580445099938,NaN,25.344504582104012,8.600277316466412,1.3256539789614357,7.600277316466412,0.32565397896143566,3.9066232526879627
sparse,1.9184459184754936,5,24,0.7414390054353166,1.1148085459545718,0.9785875279047936,0.6028827699332592,uniform,10,2.3992643586165303,1.1080481037738916,short,NaN,0.9785875279047961,15,0.082,15,1.0891211539794707,uniform01,0.9785875279047961,0.8831633974841283,0.8831633974841283,1.0061012172284352,NaN,2.1653070389677995,1.7313742173660827,0.8831633974841261,0.5440944015696664,0.982918656933794,0.6691397267953041,0.11683660251587169,0.11683660251587169,0.006101217228435152,NaN,1.1653070389677995,0.7313742173660827,0.11683660251587391,0.4559055984303336,0.01708134306620601,0.3308602732046959,NaN,11.933994242741415,10.770285335172295,2.1535881783983046,9.770285335172295,1.1535881783983046,2.3862792973841107
dense,3.536912688385001,10,24,1.4778199810733181,2.099475944202472,1.7781730609212054,1.402468302949671,uniform,10,4.231182764202248,2.021352024527804,long,NaN,1.9515268528220089,15,0.048,25,1.8017540018921083,uniform01,1.9515268528220089,0.9654562041353947,0.9654562041353947,1.0386493390199651,NaN,2.093243884716552,1.7497757171768427,0.8796948969522485,0.6938268475414584,0.8913608218801005,0.7311047077109406,0.03454379586460532,0.03454379586460532,0.038649339019965145,NaN,1.0932438847165522,0.7497757171768427,0.12030510304775155,0.3061731524585416,0.10863917811989954,0.2688952922890594,NaN,40.65680943379185,20.113670919487387,1.1740724571067558,19.113670919487387,0.17407245710675578,2.373213738115074
sparse,2.023259102347753,5,24,0.6418030608046236,0.9991252819370393,0.9785875279047936,0.6028827699332592,uniform,10,2.8279788426307215,0.9995279829964929,long,NaN,0.9785875279047961,15,0.043,25,0.9785875279047936,uniform01,0.9785875279047961,0.979049655989701,0.979049655989701,0.9995971087690348,NaN,2.8293143271013794,2.024214566041671,0.9790496559896985,0.6031674752375338,0.9790496559896985,0.6421061458235087,0.02095034401029905,0.02095034401029905,0.0004028912309651522,NaN,1.8293143271013794,1.024214566041671,0.02095034401030149,0.3968325247624662,0.02095034401030149,0.35789385417649133,NaN,22.75784948615805,22.768596650923282,1.8580578421583789,21.768596650923282,0.8580578421583789,1.8571808072633804
dense,4.049514094182684,10,25,2.753178539077662,3.187364713717568,2.3706349929637676,2.2958321469065663,uniform,10,4.406270860720524,2.997103653980472,short,NaN,2.823519854766795,15,0.109,15,2.9684517799245898,uniform01,2.6685143334498713,0.8903643789249,0.9420828175284697,1.0634816415122677,NaN,1.470176333363889,1.3511424901185847,0.7909753103851822,0.7660169323331402,0.99044014576612,0.9186130534461658,0.10963562107510005,0.057917182471530326,0.06348164151226765,NaN,0.4701763333638891,0.35114249011858467,0.2090246896148178,0.23398306766685983,0.00955985423387995,0.08138694655383416,NaN,24.481782875686893,8.168480540595413,1.3819249999566798,7.168480540595413,0.38192499995667983,4.1417724668971285
sparse,2.671808492923027,5,25,1.926317113910778,2.1294831505639733,2.123689087845206,1.4333618216249522,uniform,10,2.8221768494583035,2.123689087845206,short,NaN,2.1294831505639733,15,0.12,15,2.1271655254764674,uniform01,1.8339859519067576,0.8635849580823554,1.002728300838352,1.002728300838352,NaN,1.3289030233337102,1.2580977640347384,1.0,0.6749395802938876,1.0016369805030119,0.9070617374906368,0.13641504191764464,0.0027283008383520713,0.0027283008383520713,NaN,0.32890302333371024,0.2580977640347384,0.0,0.32506041970611244,0.0016369805030118645,0.09293826250936321,NaN,15.283216265889648,7.1965413173529615,1.2699488274008497,6.1965413173529615,0.2699488274008497,2.696976466872999
dense,3.7396774726209814,10,25,2.2958321469065663,2.498145999304217,2.2958321469065663,2.2958321469065663,uniform,10,4.366510017740666,2.433285978408256,long,NaN,2.295832146906564,15,0.061,27,2.345426433842491,uniform01,2.295832146906564,0.9435110247125134,0.9435110247125134,1.0266553218452317,NaN,1.7944910941364305,1.5368836650541615,0.9435110247125142,0.9435110247125142,0.9638926351668543,0.9435110247125142,0.05648897528748664,0.05648897528748664,0.026655321845231672,NaN,0.7944910941364305,0.5368836650541615,0.056488975287485754,0.056488975287485754,0.036107364833145694,0.056488975287485754,NaN,37.636592572238754,15.46739384774612,1.330848332510596,14.46739384774612,0.330848332510596,3.238334586886041
sparse,2.4886669279916687,5,25,1.5254846794278691,1.7447879719994368,1.4333618216249522,1.4333618216249522,uniform,10,2.7739613041421975,1.714183651373567,long,NaN,1.5566554329209383,15,0.055,27,1.700451676407148,uniform01,1.4333618216249562,0.8361775125298916,0.9081030679960096,1.0178535833085018,NaN,1.618240438776461,1.4518088105656077,0.8361775125298893,0.8361775125298893,0.9919892043332604,0.8899190458417368,0.1638224874701084,0.0918969320039904,0.01785358330850184,NaN,0.6182404387764611,0.45180881056560773,0.16382248747011074,0.16382248747011074,0.008010795666739567,0.11008095415826324,NaN,26.061124029544658,15.203227500543482,0.8693409955240913,14.203227500543482,0.13065900447590872,1.4902101219962187
dense,3.5729437152161427,10,26,2.6592754433428665,3.0276187755910553,2.609197540461303,2.609197540461303,uniform,10,3.6365516609934954,2.824145340738551,short,NaN,2.6636674108341944,15,0.149,15,2.7326169604581714,uniform01,2.609197540461296,0.9238892569810012,0.9431764620646651,1.072047791562772,NaN,1.2876644868576381,1.265141585907817,0.9238892569810035,0.9238892569810035,0.9675907684494582,0.9416213128207599,0.07611074301899878,0.0568235379353349,0.07204779156277197,NaN,0.2876644868576381,0.265141585907817,0.07611074301899645,0.07611074301899645,0.03240923155054176,0.05837868717924011,NaN,17.51139288900199,6.200599040140948,1.8644453361350226,5.200599040140948,0.8644453361350226,5.265464609107445
sparse,2.7625040239712857,5,26,1.5412980732267465,2.0359321151401573,1.6205189721665345,1.4679051092962536,uniform,10,3.011714263203961,1.921220577257693,short,NaN,1.8305112306946805,15,0.191,15,1.8905754169360254,uniform01,1.467905109296253,0.7640481924212511,0.9527855637000886,1.0597076354690105,NaN,1.5676046253381348,1.4378900875163547,0.8434840805627988,0.7640481924212514,0.9840491192503207,0.8022494092931072,0.2359518075787489,0.0472144362999114,0.05970763546901048,NaN,0.5676046253381348,0.4378900875163547,0.15651591943720122,0.23595180757874856,0.01595088074967932,0.19775059070689283,NaN,7.685367064378288,4.000252316341629,1.286455948655295,3.000252316341629,0.2864559486552949,2.4715656402921184
dense,3.0989456345614275,10,26,1.9348135152147647,2.3613639094138232,1.9579347485253744,1.1836254497559529,uniform,10,3.482967152353259,2.239031741924589,long,NaN,2.054647685358239,15,0.106,28,2.123021082140632,uniform01,1.3314933975046759,0.59467374784074,0.9176500926209022,1.0546361917067248,NaN,1.555568457175792,1.3840561420079236,0.8744560033983287,0.5286327244019113,0.9481871303511586,0.8641295605535589,0.40532625215926,0.08234990737909775,0.054636191706724846,NaN,0.555568457175792,0.3840561420079236,0.12554399660167126,0.47136727559808866,0.05181286964884135,0.13587043944644106,NaN,12.561258467025244,5.610129696610755,2.8461224043831783,4.610129696610755,1.8461224043831783,6.372558404816667
