density,dual2,n,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,n_base,dual1,opt_mc,length,sdp_orig,lp_cons,m_base,p_star,m,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,alpha_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,mu_pes_bound,alpha_pes_over_pstar,alpha_pes_over_pstar_over_opt,mu_pes_bound_over_opt,alpha_pes_over_pstar_gap,mu_pes_bound_gap,mu_pes_bound_1
dense,3.1923457027003925,16,14,2.351512002853616,2.6777977500676347,2.0651059991881273,1.875575390667449,uniform,16,3.2044193529630727,2.498096606578914,short,NaN,2.335144828033355,24,0.076,24,2.210218018631794,uniform01,2.0651059991881304,0.8266717923356237,0.9347696249550902,1.0719352258097083,NaN,1.2827443680616706,1.2779112282099596,0.8266717923356225,0.7508017847380236,0.8847608266273724,0.9413214831887378,0.1733282076643763,0.0652303750449098,0.07193522580970835,NaN,0.2827443680616706,0.2779112282099596,0.1733282076643775,0.24919821526197639,0.11523917337262757,0.05867851681126224,NaN,27.17244735773856,10.877260425468734,3.154586758638717,9.877260425468734,2.154586758638717,7.880462476914154
sparse,2.5634315997179464,8,14,1.5126237856618263,2.039578959100735,1.6128810690445985,1.2448482393578761,uniform,16,2.6683448948311757,1.8336149177839423,short,NaN,1.7409583477339787,24,0.076,24,1.6687943291423217,uniform01,1.6128810690446018,0.8796182084916099,0.9494678140151991,1.1123267700972435,NaN,1.4552373396133065,1.3980206939066797,0.8796182084916081,0.6789038566845683,0.9101116668265231,0.8249408155393624,0.12038179150839012,0.050532185984800915,0.11232677009724346,NaN,0.4552373396133065,0.3980206939066797,0.1203817915083919,0.3210961433154317,0.08988833317347689,0.17505918446063762,NaN,21.222119329534234,11.573923795942235,1.8081147039289094,10.573923795942235,0.8081147039289094,3.3153860941885442
dense,2.660865882522442,16,14,1.3865802573591965,1.7547045492485112,1.4577915819253713,1.2431124789346368,uniform,16,3.1272930928193694,1.6914475693531517,long,NaN,1.5163862552591438,24,0.035,51,1.390652338728973,uniform01,1.4577915819253708,0.8618603427848868,0.8965020747518911,1.0373981322516255,NaN,1.8488856228723176,1.5731293897215024,0.861860342784887,0.7349400013681958,0.8221669792938308,0.8197595257944984,0.13813965721511323,0.10349792524810886,0.03739813225162547,NaN,0.8488856228723176,0.5731293897215024,0.138139657215113,0.2650599986318042,0.17783302070616924,0.1802404742055016,NaN,41.65118805501059,24.624581222425334,4.095419055605728,23.624581222425334,3.0954190556057277,6.927186607086887
sparse,2.2797668813981304,8,14,1.2557425953532337,1.5904162092291974,1.4577915819253713,1.2448482393578761,uniform,16,2.6669267514305135,1.5252195023920125,long,NaN,1.4577915819253708,24,0.029,51,1.509781099082771,uniform01,1.4577915819253708,0.9557913334042123,0.9557913334042123,1.0427457862523632,NaN,1.7485527474884457,1.4947139594155174,0.9557913334042126,0.8161764502785153,0.9898779137789482,0.8233192621677363,0.044208666595787705,0.044208666595787705,0.04274578625236325,NaN,0.7485527474884457,0.49471395941551743,0.04420866659578737,0.18382354972148474,0.010122086221051818,0.17668073783226368,NaN,50.26867523880589,32.958321841524565,1.6214555057737963,31.958321841524565,0.6214555057737963,2.4730755596670986
dense,5.945498106364071,16,15,4.313387818199517,4.729187229668665,4.007372757563959,4.243964912140375,uniform,16,6.558558338228395,4.528859795467917,short,NaN,4.445104006510949,24,0.109,24,4.148156095629903,uniform01,4.24396491214037,0.9370934636544402,0.9815062084631581,1.0442335252685937,NaN,1.4481698781648356,1.3128024215529481,0.8848524658621987,0.9370934636544412,0.9159382897613682,0.9524224668019032,0.06290653634555976,0.01849379153684194,0.0442335252685937,NaN,0.44816987816483556,0.31280242155294813,0.11514753413780132,0.06290653634555876,0.08406171023863185,0.047577533198096766,NaN,38.93545790954468,8.597187739948993,1.295433987143579,7.597187739948993,0.29543398714357894,5.866838902057257
sparse,3.8296097499638257,8,15,2.661556993898243,2.7752771019540106,2.4165800421288606,2.3979124356438697,uniform,16,4.433683892468603,2.718345869202655,short,NaN,2.512052625313967,24,0.117,24,2.5349382521732284,uniform01,2.416580042128859,0.888989171505865,0.9241107446164686,1.0209433366799843,NaN,1.6310227269825275,1.4088015043821949,0.8889891715058656,0.8821219046519733,0.9325296978918934,0.979109032464265,0.11101082849413502,0.07588925538353142,0.02094333667998427,NaN,0.6310227269825275,0.40880150438219487,0.11101082849413435,0.11787809534802673,0.06747030210810656,0.02089096753573505,NaN,20.65453027460563,7.598198047058675,1.2441739379057173,6.598198047058675,0.2441739379057173,3.382095084675607
dense,5.426311621300822,16,15,3.430196561838713,3.922262399193743,3.464234371628337,3.1379196958594213,uniform,16,6.215956570352663,3.700115110506117,long,NaN,3.5904208902129495,24,0.05,30,3.598840806312499,uniform01,3.4642343716283444,0.9362504322614147,0.9703538357545414,1.0600379399162096,NaN,1.6799359978566772,1.4665250834746566,0.9362504322614127,0.8480600203354764,0.9726294179589009,0.927051310403561,0.06374956773858531,0.02964616424545863,0.06003793991620965,NaN,0.6799359978566772,0.4665250834746566,0.06374956773858731,0.15193997966452355,0.0273705820410991,0.07294868959643896,NaN,69.28468743256688,18.725008645228293,1.8178332098739733,17.725008645228293,0.8178332098739733,6.726192128234526
sparse,3.6931896774027764,8,15,2.3790365296929785,2.5076326421820823,2.350896555552659,2.3525731991220336,uniform,16,4.412257855682235,2.4612696525228315,long,NaN,2.3973791520658287,24,0.068,30,2.4322527650540433,uniform01,2.3280522869199283,0.9458745345247508,0.9740416494423867,1.018837021620824,NaN,1.7926755206036107,1.5005221689615407,0.9551560322303415,0.9558372430711187,0.9882106020203656,0.9665891452626644,0.05412546547524921,0.025958350557613308,0.018837021620824013,NaN,0.7926755206036107,0.5005221689615407,0.04484396776965849,0.044162756928881275,0.011789397979634408,0.03341085473733563,NaN,34.23606304294012,13.90991962536398,1.131802769245181,12.90991962536398,0.13180276924518108,2.7856718085844654
dense,3.5017739257724436,16,16,2.646073803366688,2.805958192356494,2.5483344365992133,2.5483344365992133,uniform,16,3.6976313803779512,2.6450012343375784,short,NaN,2.566731251381818,24,0.082,24,2.62972081793278,uniform01,2.548334436599214,0.9634530235814526,0.970408337833777,1.0608532638583914,NaN,1.3979696237472632,1.3239214713067753,0.9634530235814522,0.9634530235814522,0.9942229076469126,1.0004055079503122,0.03654697641854743,0.029591662166223,0.060853263858391404,NaN,0.3979696237472632,0.3239214713067753,0.03654697641854776,0.03654697641854776,0.005777092353087432,0.00040550795031224496,NaN,31.077249226819685,11.749427116846983,2.5500555391932633,10.749427116846983,1.5500555391932633,6.74490004879556
sparse,2.089890017057769,8,16,1.2669251995585347,1.4302010670174372,1.39381680348479,1.249302526793495,uniform,16,2.2582318033930826,1.4080158336093203,short,NaN,1.3938168034847913,24,0.087,24,1.39381680348479,uniform01,1.3938168034847913,0.9899155749632935,0.9899155749632935,1.0157563806304983,NaN,1.6038397789919103,1.4842801956995941,0.9899155749632926,0.8872787485571251,0.9899155749632926,0.899794710625439,0.01008442503670648,0.01008442503670648,0.015756380630498334,NaN,0.6038397789919103,0.48428019569959413,0.010084425036707367,0.11272125144287493,0.010084425036707367,0.10020528937456097,NaN,16.020882798675764,11.378339942106823,2.190861278002968,10.378339942106823,1.1908612780029681,3.0847673686697297
dense,2.8716510914202016,16,16,1.8412616656774778,2.0734309989008084,1.2871559370452674,1.3358229838460012,uniform,16,2.877245897698758,1.9461616076999466,long,NaN,1.8358348147578152,24,0.035,40,1.8554865451266382,uniform01,1.287155937045263,0.6613818358931027,0.9433105696332587,1.0653950785470863,NaN,1.478420849694597,1.4755460595145726,0.661381835893105,0.6863885191038844,0.9534082564291915,0.9460990589849094,0.33861816410689727,0.056689430366741345,0.06539507854708626,NaN,0.478420849694597,0.4755460595145726,0.33861816410689505,0.31361148089611557,0.04659174357080853,0.053900941015090575,NaN,36.77588391557894,18.896623882660073,3.201813369878651,17.896623882660073,2.201813369878651,6.231246255478219
sparse,1.9845942317594645,8,16,1.1982037958455096,1.270687331320973,1.2706873313209712,1.126173054629674,uniform,16,2.2626152087661047,1.2706873313209712,long,NaN,1.2706873313209728,24,0.039,40,1.2706873313209712,uniform01,1.2706873313209728,1.0000000000000013,1.0000000000000013,1.0000000000000013,NaN,1.780623095072454,1.5618273534657305,1.0,0.8862707818601888,1.0,0.9429572218996551,1.3322676295501878e-15,1.3322676295501878e-15,1.3322676295501878e-15,NaN,0.780623095072454,0.5618273534657305,0.0,0.11372921813981118,0.0,0.05704277810034486,NaN,32.581726444127504,25.64102564102567,1.9168716071796552,24.64102564102567,0.9168716071796552,2.435744467012057
dense,3.161361030834163,16,17,2.0961562203346302,2.724252916529585,1.4455162351589455,1.7942032579406495,uniform,16,3.253769346925896,2.2572331625600137,short,NaN,2.2055402947310188,24,0.056,24,2.065158334210975,uniform01,1.5710370188243732,0.6960012128488315,0.9770990127708525,1.2068992081615115,NaN,1.4414857095381644,1.4005469542405373,0.6403929638883786,0.794868375895105,0.9149069615248789,0.9286396527850495,0.30399878715116846,0.022900987229147463,0.20689920816151153,NaN,0.44148570953816435,0.4005469542405373,0.35960703611162137,0.20513162410489505,0.08509303847512106,0.07136034721495055,NaN,28.054232479006664,12.428593086586277,2.9030848665748232,11.428593086586277,1.9030848665748232,6.5529394345588035
sparse,1.9498783661134604,8,17,1.4773122933875238,1.634672227914793,1.4465077819687904,1.2227563042343916,uniform,16,2.041255902335923,1.5404794085747109,short,NaN,1.607447041684192,24,0.132,24,1.5552109968592625,uniform01,1.1342216014260043,0.7362783268069865,1.0434719430436536,1.0611451336614954,NaN,1.3250783431273143,1.2657607464662806,0.9389984532848347,0.7937505022321042,1.0095629894191067,0.9589951577180569,0.26372167319301354,0.04347194304365365,0.06114513366149543,NaN,0.3250783431273143,0.26576074646628056,0.06100154671516533,0.2062494977678958,0.009562989419106716,0.04100484228194312,NaN,8.592587889590941,5.57786611217414,2.2996787275345216,4.57786611217414,1.2996787275345216,3.5426077261042233
dense,2.5207509282499903,16,17,1.5068051240284719,1.9752620901530578,1.3474318379388734,1.3790533389137405,uniform,16,2.9895537487760984,1.6299840116649924,long,NaN,1.5560458910096173,24,0.034,45,1.4810012462921096,uniform01,1.3033683815917012,0.7996203473556402,0.9546387448427491,1.2118291198055198,NaN,1.8341000447742648,1.546488131300809,0.8266534078223883,0.8460532919614765,0.9085986339088687,0.9244293890277513,0.20037965264435975,0.04536125515725087,0.21182911980551977,NaN,0.8341000447742648,0.546488131300809,0.17334659217761172,0.1539467080385235,0.09140136609113125,0.07557061097224871,NaN,38.334364164461796,23.518245510460005,5.077200786670035,22.518245510460005,4.077200786670035,8.27575610628508
sparse,1.5196459675387597,8,17,0.9160383502285916,1.1907579571187563,0.9656138767983398,0.7973592504516467,uniform,16,1.6610202830147782,1.0533274753370576,long,NaN,1.0006906031452498,24,0.069,45,0.9656138767983398,uniform01,0.9656138767983373,0.9167271332112052,0.9500280079801732,1.130472701984463,NaN,1.5769267601068349,1.4427098913872756,0.9167271332112076,0.7569908400960462,0.9167271332112076,0.8696614981351982,0.08327286678879475,0.04997199201982683,0.13047270198446292,NaN,0.5769267601068349,0.44270989138727557,0.08327286678879242,0.24300915990395378,0.08327286678879242,0.13033850186480178,NaN,13.994404011570104,13.285900481321814,2.858766821488682,12.285900481321814,1.858766821488682,3.0112176386560185
dense,5.723677373728995,16,18,3.970672407259474,4.186433525877956,3.863249898589811,3.863249898589811,uniform,16,6.25427525101741,4.115169000307706,short,NaN,4.095449455064794,24,0.066,24,4.1136408065174,uniform01,3.863249898589816,0.9387828053479571,0.9952080837405616,1.017317520997296,NaN,1.5198100613971761,1.3908729807453875,0.9387828053479559,0.9387828053479559,0.9996286437348766,0.9648868386602283,0.061217194652042894,0.004791916259438422,0.017317520997296,NaN,0.5198100613971761,0.39087298074538745,0.061217194652044116,0.061217194652044116,0.0003713562651234126,0.035113161339771715,NaN,58.534089372572964,14.22398189921147,0.7855175846508649,13.22398189921147,0.21448241534913515,3.232537613551823
sparse,4.248574925173066,8,18,2.901604123725266,2.914497821293591,2.895930896795201,2.895930896795201,uniform,16,4.946932853437806,2.903667115336198,short,NaN,2.8959308967951958,24,0.079,24,2.9010883758225328,uniform01,2.8959308967951958,0.9973357074920393,0.9973357074920393,1.0037300095111414,NaN,1.7036845674594592,1.463175617733009,0.9973357074920411,0.9973357074920411,0.9991119024973472,0.9992895219978778,0.0026642925079607416,0.0026642925079607416,0.003730009511141441,NaN,0.7036845674594592,0.4631756177330091,0.002664292507958854,0.002664292507958854,0.0008880975026528404,0.0007104780021222057,NaN,36.65735312398982,12.62450262648151,0.7433252079335845,11.62450262648151,0.2566747920664155,2.1583689622771907
dense,4.58878818587361,16,18,2.9559362057826934,3.4395414585198893,2.3127254250185105,2.291799440364522,uniform,16,5.152638128591362,3.11772807153496,long,NaN,3.257085072207768,24,0.033,44,3.0369267504263577,uniform01,2.000507199407341,0.6416554470135126,1.044698253816664,1.10322047965732,NaN,1.652690039145893,1.4718372098482595,0.7417983133724295,0.7350863794981946,0.9740832685678001,0.9481058443712793,0.3583445529864874,0.044698253816664035,0.10322047965731995,NaN,0.652690039145893,0.4718372098482595,0.2582016866275705,0.26491362050180545,0.025916731432199858,0.051894155628720684,NaN,60.62143028507094,19.444104454954925,0.7037818527850079,18.444104454954925,0.29621814721499207,2.1942004386647036
sparse,3.8684541727294683,8,18,2.53795677694793,2.7606823245661607,1.9618140842834177,1.9618140842834177,uniform,16,4.747404132348179,2.539401231573638,long,NaN,2.698656190204921,24,0.036,44,2.518453512794312,uniform01,1.961814084283419,0.7725498672250802,1.0627135864357262,1.0871390823321754,NaN,1.8694974521242818,1.5233725669780163,0.7725498672250797,0.7725498672250797,0.9917509220209582,0.9994311829860724,0.22745013277491977,0.06271358643572622,0.08713908233217538,NaN,0.8694974521242818,0.5233725669780163,0.22745013277492032,0.22745013277492032,0.008249077979041841,0.0005688170139276361,NaN,54.494835674539424,21.459718534030007,0.6721254760772046,20.459718534030007,0.32787452392279537,1.706796261722471
dense,4.959687390225405,16,19,3.6113808165756573,3.9337261468391898,3.241730959297746,3.248492878379364,uniform,16,5.24995552920048,3.657709500055539,short,NaN,3.449425005390621,24,0.074,24,3.390615482911801,uniform01,3.10638719290524,0.8492711607791905,0.9430560314694879,1.0754616097258298,NaN,1.4353123256838096,1.3559544272583968,0.8862734887088555,0.8881221645212772,0.9269777938516762,0.9873339631047304,0.15072883922080949,0.05694396853051209,0.07546160972582983,NaN,0.4353123256838096,0.35595442725839677,0.11372651129114453,0.11187783547872276,0.07302220614832378,0.012666036895269572,NaN,41.978205309530274,11.4766373078269,1.8160415749716945,10.4766373078269,0.8160415749716945,6.64255252126979
sparse,3.675637399671539,8,19,2.994431055258756,3.129136209269298,2.8887477409010365,2.9167095577515325,uniform,16,4.005942097784732,3.041907784516791,short,NaN,3.027330486481355,24,0.1,24,3.0115969760235455,uniform01,2.3172266055245014,0.761767538555609,0.9952078435415979,1.0286755651162396,NaN,1.3169176653463475,1.2083329476259639,0.9496500043836523,0.9588422017910888,0.9900355925818901,0.9843924495345684,0.23823246144439103,0.0047921564584021414,0.028675565116239587,NaN,0.31691766534634747,0.20833294762596388,0.050349995616347676,0.04115779820891119,0.009964407418109889,0.015607550465431608,NaN,23.172266055245014,7.6176753855560895,0.8227804247514783,6.6176753855560895,0.17721957524852172,2.5028221789995535
dense,4.43137506330459,16,19,2.7214772213431457,3.1833070554598426,2.84131292456675,2.4113966902323,uniform,16,5.100874709128654,3.097389794019246,long,NaN,2.9265675766594055,24,0.033,41,3.042399053349647,uniform01,2.4113966902323005,0.7785254199805492,0.9448496221916656,1.0277386015820464,NaN,1.6468300886694789,1.4306804625821192,0.917324945685895,0.7785254199805491,0.9822461025810246,0.8786356907994111,0.22147458001945075,0.05515037780833443,0.02773860158204644,NaN,0.6468300886694789,0.43068046258211923,0.08267505431410505,0.22147458001945086,0.017753897418975373,0.12136430920058894,NaN,73.07262697673637,23.591679393349974,1.5130443029162046,22.591679393349974,0.5130443029162046,4.6864879817516165
sparse,3.337794583313377,8,19,1.931610106251746,2.7466843930544265,2.378716253606011,1.5424690617066974,uniform,16,4.004083836293789,2.478011855174712,long,NaN,2.3833409972762154,24,0.058,41,2.447315725726926,uniform01,2.3172266055245014,0.9351152217797302,0.9617956396371551,1.1084226200607792,NaN,1.6158453108011794,1.346964735597702,0.9599293274722045,0.622462341528203,0.9876125978236606,0.7794999455785727,0.06488477822026983,0.038204360362844914,0.10842262006077918,NaN,0.6158453108011794,0.3469647355977019,0.0400706725277955,0.377537658471797,0.01238740217633938,0.22050005442142728,NaN,39.95218285387071,16.122676237581555,0.9442533119938862,15.122676237581555,0.05574668800611382,2.339870901408836
dense,4.320622719868392,16,20,2.7639774685662246,3.074103503708535,2.651223740029458,2.651223740029458,uniform,16,4.667976218309195,2.9563714046410294,short,NaN,2.861292442248031,24,0.107,24,2.945930481859037,uniform01,2.651223740029457,0.8967830414904774,0.9678393038696897,1.0398231761011776,NaN,1.5789545964966447,1.4614614094446003,0.8967830414904777,0.8967830414904777,0.9964683318321906,0.9349222713449409,0.10321695850952262,0.03216069613031025,0.03982317610117758,NaN,0.5789545964966447,0.46146140944460035,0.10321695850952228,0.10321695850952228,0.0035316681678093653,0.06507772865505912,NaN,24.777791962892124,8.381149920471751,2.1747990720747743,7.381149920471751,1.1747990720747743,6.429513787521708
sparse,2.194234320279033,8,20,1.5040889806771072,1.7064083712564215,1.0519052699340496,1.28855016930147,uniform,16,2.4969544428076755,1.5878448253370747,short,NaN,1.5035125212712843,24,0.129,24,1.546008387555987,uniform01,1.0519052699340472,0.6624735951201932,0.9468888252050146,1.0746694790494893,NaN,1.5725431118734232,1.381894682191776,0.6624735951201948,0.8115088758927882,0.9736520615153899,0.9472518703821152,0.3375264048798068,0.053111174794985394,0.07466947904948928,NaN,0.5725431118734232,0.3818946821917759,0.33752640487980523,0.1884911241072118,0.026347938484610145,0.052748129617884776,NaN,8.154304418093389,5.135454225737932,1.6286359423313752,4.135454225737932,0.6286359423313752,2.5860211533888444
dense,3.836039546580835,16,20,2.530551928549684,2.7348684110876498,1.974879737807248,1.974879737807248,uniform,16,4.312513778058602,2.604649060827483,long,NaN,2.388480821213547,24,0.059,40,2.579819531859028,uniform01,1.974879737807251,0.7582133683605892,0.9170067696009456,1.0499949694638697,NaN,1.6556985902310155,1.4727663715902464,0.7582133683605881,0.7582133683605881,0.9904672267209131,0.971551970899965,0.24178663163941083,0.08299323039905437,0.04999496946386972,NaN,0.6556985902310155,0.47276637159024637,0.24178663163941194,0.24178663163941194,0.009532773279086859,0.028448029100034966,NaN,33.47253792893646,12.851074040009989,2.1893143760135922,11.851074040009989,1.1893143760135922,5.7023956333399095
sparse,1.9679929662359301,8,20,0.9882043335793887,1.2574124846636927,1.0185522386618437,0.9586409501492813,uniform,16,2.493059461491438,1.149667689205113,long,NaN,1.018044324480031,24,0.058,40,1.1134032560171727,uniform01,0.9672529062990067,0.8413326001775097,0.8855118170572515,1.0937182078528058,NaN,2.1685044164502476,1.7117928812947785,0.885953609226051,0.833841778063791,0.9684565953027577,0.8595564986806222,0.15866739982249034,0.11448818294274854,0.09371820785280582,NaN,1.1685044164502476,0.7117928812947785,0.11404639077394896,0.166158221936209,0.03154340469724226,0.14044350131937777,NaN,16.6767742465346,14.505734485819131,1.4733715341122784,13.505734485819131,0.4733715341122784,1.6938876469634554
dense,4.359378932870712,16,21,2.483593752321443,2.810770018402023,2.3109667629677784,1.489267698203556,uniform,16,4.598187847919781,2.6379999108152647,short,NaN,2.486755171991922,24,0.085,24,2.484664912364487,uniform01,1.706991696061066,0.6470779961222691,0.9426668900922741,1.065492840571539,NaN,1.7430583788377487,1.6525318727260536,0.8760298866930523,0.5645442564640963,0.9418745247783613,0.9414684747104092,0.35292200387773087,0.05733310990772589,0.06549284057153892,NaN,0.7430583788377487,0.6525318727260536,0.12397011330694774,0.43545574353590366,0.05812547522163869,0.058531525289590824,NaN,20.082255247777248,7.612682307320813,2.220924831045186,6.612682307320813,1.2209248310451861,5.858799506224608
sparse,3.316614200448294,8,21,2.0548630812353332,2.052581627011556,2.048898852213343,1.4327529726273924,uniform,16,3.6636433546088996,2.061788564007085,short,NaN,2.052581627011556,24,0.101,24,2.063629951406191,uniform01,1.478068758490536,0.7168866799891014,0.9955344902206483,0.9955344902206483,NaN,1.7769248595930762,1.6086102417807848,0.993748286308907,0.6949078085110909,1.0008931019558704,0.9966410315331791,0.2831133200108986,0.004465509779351673,0.004465509779351673,NaN,0.7769248595930762,0.6086102417807848,0.006251713691093008,0.3050921914889091,0.0008931019558704456,0.003358968466820933,NaN,14.634344143470653,7.097887920684172,0.8929641169824162,6.097887920684172,0.10703588301758382,1.8411032044630304
dense,4.0648985669048905,16,21,1.9499789216529972,2.127912557861431,1.6616759101979217,1.489267698203556,uniform,16,4.605756404080184,2.0829041039227634,long,NaN,1.9993304960079743,24,0.039,35,1.983542112767919,uniform01,1.661675910197923,0.7977688012945314,0.9598764015312113,1.021608509894384,NaN,2.211218651596152,1.9515533908879474,0.7977688012945308,0.7149958058072845,0.9522964158706516,0.9361827642379569,0.20223119870546857,0.04012359846878866,0.021608509894383898,NaN,1.2112186515961518,0.9515533908879474,0.20223119870546924,0.2850041941927155,0.047703584129348386,0.06381723576204312,NaN,42.607074620459564,20.45561028960337,3.4934266091405006,19.45561028960337,2.4934266091405006,7.276472620931732
sparse,3.3233194543940527,8,21,1.7476720648730266,1.7984701659349505,1.803073634432715,1.4327529726273924,uniform,16,3.9795626496673866,1.7828183730425509,long,NaN,1.798470165934951,24,0.044,35,1.7708493549483628,uniform01,1.478068758490536,0.8290630054300314,1.0087792414129595,1.008779241412959,NaN,2.2321750268233327,1.8640818967568125,1.0113613712403,0.8036449445953722,0.9932864624489135,0.9802860971700983,0.17093699456996858,0.008779241412959493,0.008779241412959049,NaN,1.2321750268233327,0.8640818967568125,0.011361371240300011,0.19635505540462783,0.006713537551086501,0.01971390282990171,NaN,33.59247178387582,18.842341032500716,0.7669907798195563,17.842341032500716,0.23300922018044368,1.3674052542165387
dense,3.164139484905589,16,22,2.01317523937067,2.7270099606470772,2.123093660690449,1.4078289726370876,uniform,16,3.7036239906571353,2.3710617901013484,short,NaN,2.3164293236192477,24,0.056,24,2.2744104280928017,uniform01,2.0234747120996173,0.853404462316069,0.9769586491966683,1.1501218450028305,NaN,1.5620107439287054,1.3344820865129547,0.895418950933244,0.5937546539337178,0.9592370968938707,0.8490606393199981,0.14659553768393097,0.023041350803331695,0.15012184500283055,NaN,0.5620107439287054,0.33448208651295475,0.10458104906675603,0.40624534606628215,0.04076290310612929,0.1509393606800019,NaN,36.13347700177888,15.239365398501231,3.2358436560634005,14.239365398501231,2.2358436560634005,7.672385251633779
sparse,2.0239534317746783,8,22,1.3826798201496187,1.6153077699148026,1.2580124589011572,1.0855607828642242,uniform,16,2.2493340905452017,1.441660740483233,short,NaN,1.3464480951690405,24,0.083,24,1.3965319862982932,uniform01,1.1749218336164973,0.8149780323647248,0.9339562751204018,1.1204493016667463,NaN,1.560238152695511,1.4039041051338235,0.8726133850877299,0.7529932336926599,0.968696689229525,0.9590882107854,0.18502196763527523,0.0660437248795982,0.12044930166674628,NaN,0.5602381526955109,0.40390410513382347,0.1273866149122701,0.2470067663073401,0.03130331077047499,0.040911789214600036,NaN,14.155684742367436,9.819012438129214,1.872766299341777,8.819012438129214,0.8727662993417771,2.69989364986111
dense,2.961586964721269,16,22,1.4852704141853186,2.2383960944263266,1.6061539060953691,1.4078289726370876,uniform,16,3.9782150607489157,1.8994167628549294,long,NaN,1.7571705487144318,24,0.036,50,1.8693459447772371,uniform01,1.5521889956009958,0.8171924276734133,0.9251105829314186,1.178464957349272,NaN,2.094440324286407,1.5592086068935385,0.8456037334751274,0.7411901380300773,0.98416839386397,0.7819613068765773,0.18280757232658673,0.07488941706858143,0.17846495734927204,NaN,1.0944403242864071,0.5592086068935385,0.1543962665248726,0.2588098619699227,0.015831606136029963,0.21803869312342272,NaN,43.116360988916554,22.699789657594817,3.7325779820861937,21.699789657594817,2.7325779820861937,7.089721187837743
sparse,1.873150180952081,8,22,0.9912073627108551,1.338915999923901,1.174921833616497,0.9465400844607359,uniform,16,2.5241517212763673,1.2013379010444107,long,NaN,1.197348619049958,24,0.028,50,1.1904709564767844,uniform01,1.1749218336164973,0.9780111262576932,0.9966793006439033,1.1145207345575991,NaN,2.1011171953219305,1.559220082312907,0.9780111262576929,0.7879049546658268,0.9909542980720254,0.8250862324822401,0.021988873742306847,0.00332069935609669,0.11452073455759915,NaN,1.1011171953219305,0.559220082312907,0.02198887374230707,0.21209504533417323,0.009045701927974603,0.1749137675177599,NaN,41.96149405773205,34.928968794917616,2.2500640281410713,33.928968794917616,1.2500640281410713,2.7030871967825267
dense,2.887724488375673,16,23,1.4687644965308546,2.1414946382541413,1.2116457279792008,0.880256396285034,uniform,16,2.7695390832379854,1.8958689361253644,short,NaN,1.4322148395829544,24,0.055,24,1.4836529493692696,uniform01,1.2116457279791986,0.6390978326041197,0.7554397945408654,1.1295583768732285,NaN,1.4608283465512983,1.5231667302262937,0.6390978326041208,0.4643023468088656,0.7825714747990169,0.774718372427477,0.3609021673958803,0.2445602054591346,0.12955837687322846,NaN,0.46082834655129834,0.5231667302262937,0.3609021673958792,0.5356976531911344,0.2174285252009831,0.225281627572523,NaN,22.029922326894518,11.619960592802174,3.5858398202959054,10.619960592802174,2.5858398202959054,6.798282325220367
sparse,1.930264238104429,8,23,1.230863117023656,1.411773585444509,0.9957429531312119,0.9957429531312119,uniform,16,2.107089002593484,1.2598137591907235,short,NaN,1.2635172958527914,24,0.057,24,1.219005904529753,uniform01,0.9957429531312102,0.7903890125559936,1.0029397493360026,1.1206208656995469,NaN,1.6725400776278483,1.5321822166352494,0.7903890125559949,0.7903890125559949,0.9676080258980625,0.9770199031754783,0.2096109874440064,0.002939749336002606,0.12062086569954689,NaN,0.6725400776278483,0.5321822166352494,0.20961098744400508,0.20961098744400508,0.032391974101937504,0.022980096824521734,NaN,17.46917461633702,13.866473904491116,2.772692864249367,12.866473904491116,1.772692864249367,3.4930766203912893
dense,2.2682862069234884,16,23,1.075455131104401,1.4239902274596872,1.1216791303445863,0.880256396285034,uniform,16,3.1273603845609856,1.2896815636147507,long,NaN,1.146823465036019,24,0.034,50,1.076408729255413,uniform01,0.9746167733085958,0.7557034238567513,0.8892299443450787,1.1041409504750095,NaN,2.424908964190776,1.7587955592432296,0.8697333993057301,0.6825377838369885,0.8346314002027202,0.8338919943075632,0.24429657614324873,0.11077005565492126,0.10414095047500949,NaN,1.424908964190776,0.7587955592432296,0.13026660069426987,0.3174622161630115,0.1653685997972798,0.16610800569243678,NaN,28.665199214958697,22.22657128990445,4.392179878259549,21.22657128990445,3.392179878259549,5.66451341307102
