dual2              , upper_pstar           , p_star, dual1              , overlap , alpha_pes_over_opt , alpha_pes          , upper_over_opt       , weight_mode, est_opt           , m , dual1_over_opt    , dual2_over_opt    , dist_type, n
 2.623543123543123 ,     1.0               , 1.0   ,  2.623543123543123 , heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 2.623543123543123 , 2.623543123543123 , constant , 10
 2.661111111111112 ,     2.0               , 1.0   ,  2.661111111111112 , heavy   , 1.0                , 2.0                ,    1.0               , uniform    , 2.0               , 15, 1.330555555555556 , 1.330555555555556 , constant , 10
 2.1878787878787875,     1.0               , 1.0   ,  2.1878787878787875, heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 2.1878787878787875, 2.1878787878787875, constant , 10
 2.377777777777778 ,     2.0               , 1.0   ,  2.377777777777778 , heavy   , 1.0                , 2.0                ,    1.0               , uniform    , 2.0               , 15, 1.188888888888889 , 1.188888888888889 , constant , 10
 1.7441558441558442,     1.0               , 1.0   ,  1.7441558441558442, heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 1.7441558441558442, 1.7441558441558442, constant , 10
 2.2301698301698307,     2.0               , 1.0   ,  2.2301698301698307, heavy   , 1.0                , 2.0                ,    1.0               , uniform    , 2.0               , 15, 1.1150849150849154, 1.1150849150849154, constant , 10
 1.8068181818181817,     1.0               , 1.0   ,  1.8068181818181817, heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 1.8068181818181817, 1.8068181818181817, constant , 10
 1.4303030303030304,     1.0               , 1.0   ,  1.4303030303030304, heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 1.4303030303030304, 1.4303030303030304, constant , 10
 2.2861582861582854,     1.0               , 1.0   ,  2.2861582861582854, heavy   , 1.0                , 1.0                ,    1.0               , uniform    , 1.0               , 15, 2.2861582861582854, 2.2861582861582854, constant , 10
 2.6969696969696964,     2.0               , 1.0   ,  2.6969696969696964, heavy   , 1.0                , 2.0                ,    1.0               , uniform    , 2.0               , 15, 1.3484848484848482, 1.3484848484848482, constant , 10
 1.9923347343423587,    13.733417594528722 , 0.0695,  1.99601467005508  , heavy   , 0.70564615501855   , 0.9544725228197463 ,   10.153182086597841 , uniform01  , 1.3526220132166031, 15, 1.4756633047161911, 1.4729427104357755, uniform  , 10
