dual2              , n , pol_short            , alpha_pes_over_opt , dual2_over_opt    , dist_type, dual1              , pol_weight         , opt_over_weight    , dual1_over_opt    , opt_over_short        , overlap , opt_conserv        , p_star, opt_over_ratio     , upper_over_opt       , m , pol_ratio          , upper_pstar           , weight_mode, alpha_pes
 3.3722222222222222,  8, 2.0                  , 1.0                , 1.6861111111111111, constant ,  3.3722222222222222,  2.0               , 1.0                , 1.6861111111111111,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 2.666666666666667 ,  8, 2.0                  , 1.0                , 1.3333333333333335, constant ,  2.666666666666667 ,  2.0               , 1.0                , 1.3333333333333335,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 2.083333333333333 ,  8, 1.0                  , 1.0                , 2.083333333333333 , constant ,  2.083333333333333 ,  1.0               , 1.0                , 2.083333333333333 ,    1.0                , sparse  ,  1.0               , 1.0   , 1.0                ,    1.0               , 10,  1.0               ,     1.0               , uniform    ,  1.0
 2.5833333333333335,  8, 2.0                  , 1.0                , 1.2916666666666667, constant ,  2.5833333333333335,  1.0               , 2.0                , 1.2916666666666667,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 2.9166666666666665,  8, 2.0                  , 1.0                , 1.4583333333333333, constant ,  2.9166666666666665,  1.0               , 2.0                , 1.4583333333333333,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 3.5               ,  8, 3.0                  , 1.0                , 1.1666666666666667, constant ,  3.5               ,  3.0               , 1.0                , 1.1666666666666667,    1.0                , sparse  ,  3.0               , 1.0   , 1.0                ,    1.0               , 10,  3.0               ,     3.0               , uniform    ,  3.0
 2.5               ,  8, 2.0                  , 1.0                , 1.25              , constant ,  2.5               ,  1.0               , 2.0                , 1.25              ,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 3.6333333333333333,  8, 2.0                  , 1.0                , 1.8166666666666667, constant ,  3.6333333333333333,  2.0               , 1.0                , 1.8166666666666667,    1.0                , sparse  ,  2.0               , 1.0   , 1.0                ,    1.0               , 10,  2.0               ,     2.0               , uniform    ,  2.0
 2.0665782422679624,  8, 1.032761235226712    , 0.9159684945014821 , 1.415589660975432 , uniform  ,  2.4706888933127753,  1.3600119118517446, 1.073425130150177  , 1.6924022431505388,    1.4135609603557389 , sparse  ,  1.45987096348525  , 0.159 , 1.01813855973134   ,    5.760808141518755 , 10,  1.4338627581991115,     8.410036532012658 , uniform01  ,  1.3371958085900126
 1.9387690846250143,  8, 1.1905306261568576   , 0.7035086718280632 , 1.4686093324392875, uniform  ,  2.236771971592404 ,  1.3588985691321989, 0.9714775321405261 , 1.6943452513606512,    1.1088664158362496 , sparse  ,  1.3201394283698407, 0.12  , 0.9986262690125459 ,    5.86257226523386  , 10,  1.3219554395211444,     7.73941279900271  , uniform01  ,  0.9287295358803251
 2.3736848435036846,  8, 1.5894175141776645   , 0.5386327057689501 , 1.5493648033567917, uniform  ,  2.563008582616689 ,  1.1210868374894842, 1.3665644450722578 , 1.6729412497516802,    0.9638986599089274 , sparse  ,  1.5320374119516296, 0.156 , 0.9914370393014571 ,    3.452773754929167 , 10,  1.5452694938965228,     5.289778567556191 , uniform01  ,  0.8252054565387658
 2.5535028976239613,  8, 1.6533332368969813   , 0.8563309854317546 , 1.3495682098187007, uniform  ,  2.700058631713323 ,  1.759037436440366 , 1.0756387345822298 , 1.4270253217247362,    1.1444086164786755 , sparse  ,  1.8920888022154847, 0.1265, 1.1445698537588758 ,    6.76941490459885  , 10,  1.6531003293522766,    12.808334138542088 , uniform01  ,  1.620254268525574
 2.8840707498555167,  8, 1.9259809703049935   , 0.7923695168048795 , 1.3804382424210357, uniform  ,  2.887491365649187 ,  2.0230030092500417, 1.032743330777005  , 1.382075493814556 ,    1.0847681769223012 , sparse  ,  2.0892428659447924, 0.1975, 1.0675445653957012 ,    4.011997553442428 , 10,  1.9570544721665868,     8.382037266717553 , uniform01  ,  1.6554523601767168
 2.5667979275767197,  8, 1.656206557552353    , 0.6879012824615999 , 1.5013009512321784, uniform  ,  2.778088152570637 ,  1.3468911713627814, 1.2693793060902834 , 1.6248830269232335,    1.032308302782198  , sparse  ,  1.7097157804836163, 0.088 , 1.055649582213485  ,    7.817060027972726 , 10,  1.6195864700658393,    13.364950886812668 , uniform01  ,  1.1761156780395148
