density,dual2,n,dsrse_lp_adaptive_failed_solves,lp_cons_status,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,dsrse_lp_adaptive_total_solves,n_base,dual1,lp_orig_status,opt_mc,length,cdsrse_lp_adaptive,sdp_orig,lp_cons,m_base,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap
dense,6.974405948322073,80,0,OPTIMAL,43.01713035606339,0,3,3.8133456699724197,NaN,2.880774090040764,3.509419133335308,uniform,0,80,9.26517809862063,SKIPPED_LARGE,4.08505112671171,long,NaN,NaN,3.7601132635494436,120,NaN,911.9720113779643,0.004,264,0,3.53863554217741,uniform01,3.6478880455118574,0.8929846732293533,223.2461683073383,0.9204568429908913,NaN,NaN,2.268069067247807,1.707299549500662,10.530377471845824,0.705199029506312,0.8590881789428764,0.8662402090976666,0.9334878687410698,NaN,NaN,0.10701532677064673,222.2461683073383,0.07954315700910874,NaN,NaN,1.268069067247807,0.707299549500662,9.530377471845824,0.29480097049368803,0.14091182105712363,0.13375979090233336,0.06651213125893018,NaN,NaN
sparse,4.846539220074043,40,0,OPTIMAL,17.399350933719216,0,3,2.9063651879567,NaN,2.2475792125984273,2.6022709600963414,uniform,0,80,6.354837459230527,SKIPPED_LARGE,3.00395371483718,long,NaN,NaN,2.65031376717018,120,NaN,867.4236533654454,0.003,264,0,2.6062674939335015,uniform01,2.602270960096336,0.8662819760647956,288.7606586882652,0.8822751675832102,NaN,NaN,2.115491136844953,1.6133867829374111,5.79215014125552,0.748207005153623,0.8662819760647974,0.8676124006373933,0.9675133054153034,NaN,NaN,0.13371802393520438,287.7606586882652,0.11772483241678977,NaN,NaN,1.1154911368449532,0.6133867829374111,4.79215014125552,0.25179299484637696,0.1337180239352026,0.1323875993626067,0.03248669458469655,NaN,NaN
dense,10.471742508730047,80,0,OPTIMAL,49.06481811109698,0,4,6.093389952518943,NaN,5.235960764718923,5.223316901252381,uniform,0,80,10.880825359753619,SKIPPED_LARGE,7.206237991956847,short,NaN,NaN,6.362945641679491,120,NaN,349.17406907376716,0.015,120,0,6.381570621579784,uniform01,5.237611036106507,0.7268162725061817,48.45441816707878,0.8829774493683685,NaN,NaN,1.5099175702909224,1.4531496906455146,6.808659131971504,0.726587266554751,0.7248326945463529,0.8855620128980607,0.8455715672060795,NaN,NaN,0.27318372749381825,47.45441816707878,0.11702255063163147,NaN,NaN,0.5099175702909224,0.4531496906455146,5.808659131971504,0.27341273344524897,0.2751673054536471,0.11443798710193931,0.1544284327939205,NaN,NaN
sparse,7.33697995349495,40,0,OPTIMAL,22.46792004051743,0,4,4.009882262826594,NaN,3.688360381348923,3.3345952464737656,uniform,0,80,7.988763343077599,SKIPPED_LARGE,5.2287971765790155,short,NaN,NaN,4.916261348184944,120,NaN,290.3556124236748,0.014,120,0,4.2463668960501755,uniform01,4.064978573931447,0.777421352684977,55.53009662035551,0.9402279687202267,NaN,NaN,1.5278395916485548,1.4031869483021773,4.2969576523557675,0.7053936606816453,0.6377365833599712,0.8121116105001412,0.7668842617930905,NaN,NaN,0.22257864731502297,54.53009662035551,0.05977203127977326,NaN,NaN,0.5278395916485548,0.4031869483021773,3.2969576523557675,0.29460633931835467,0.3622634166400288,0.18788838949985875,0.23311573820690945,NaN,NaN
dense,8.557626075939002,80,0,OPTIMAL,58.39516687349034,0,4,4.7331969450612785,NaN,4.4920052771986265,4.4920052771986265,uniform,0,80,10.052268519585853,SKIPPED_LARGE,5.381972467916246,long,NaN,NaN,4.725527456877812,120,NaN,913.1777318569334,0.005,257,0,4.92010626488105,uniform01,4.565888659284667,0.8483671528428415,169.6734305685683,0.8780289169162933,NaN,NaN,1.8677666189321511,1.5900538560823003,10.85014225204674,0.8346392152648467,0.8346392152648467,0.9141827265396587,0.8794539498812866,NaN,NaN,0.15163284715715852,168.6734305685683,0.12197108308370674,NaN,NaN,0.8677666189321511,0.5900538560823003,9.85014225204674,0.16536078473515325,0.16536078473515325,0.08581727346034129,0.12054605011871344,NaN,NaN
sparse,5.921776280516268,40,0,OPTIMAL,24.136616172598966,0,4,3.34594980013096,NaN,3.444751597454292,3.3345952464737656,uniform,0,80,7.121185537820078,SKIPPED_LARGE,3.9563372574762297,long,NaN,NaN,3.783017342186853,120,NaN,833.6488116184396,0.004,257,0,3.595482726045621,uniform01,3.3345952464737585,0.84284908728962,210.712271822405,0.9561918249103115,NaN,NaN,1.7999440073930206,1.4967824771070715,6.100747889222127,0.8706921006152339,0.8428490872896218,0.9087907557049877,0.8457190533512203,NaN,NaN,0.15715091271037995,209.712271822405,0.043808175089688484,NaN,NaN,0.7999440073930206,0.49678247710707146,5.100747889222127,0.12930789938476606,0.15715091271037818,0.09120924429501232,0.15428094664877967,NaN,NaN
dense,8.126184390714803,80,0,OPTIMAL,49.80894335034074,0,5,5.281018235262275,NaN,4.53243368360443,3.716219958291481,uniform,0,80,8.34555896041564,SKIPPED_LARGE,5.874559157341029,short,NaN,NaN,5.699227997757237,120,NaN,318.6717363137928,0.013,120,0,5.337345585499136,uniform01,4.142732572079306,0.7051988857585034,54.246068135269496,0.9701541588248895,NaN,NaN,1.4206272737907109,1.383284119381124,8.47875423777084,0.7715359675867017,0.6325955461096309,0.9085525300786913,0.8989641765140713,NaN,NaN,0.2948011142414966,53.246068135269496,0.029845841175110466,NaN,NaN,0.42062727379071085,0.38328411938112406,7.47875423777084,0.22846403241329827,0.36740445389036913,0.0914474699213087,0.10103582348592866,NaN,NaN
sparse,5.691718091390606,40,0,OPTIMAL,21.028853790052032,0,5,3.6243716230735368,NaN,2.4512147142835077,2.8767495784778503,uniform,0,80,5.923448748026527,SKIPPED_LARGE,4.262972064826626,short,NaN,NaN,4.209357802128762,120,NaN,290.13606337996845,0.009,120,0,3.8061207804469763,uniform01,2.611224570419716,0.6125361674228831,68.05957415809812,0.9874232667062892,NaN,NaN,1.38951150932945,1.3351525660588832,4.932909123087878,0.5750013551597594,0.6748225263340651,0.8928326816520601,0.8501983048347606,NaN,NaN,0.3874638325771169,67.05957415809812,0.012576733293710785,NaN,NaN,0.3895115093294499,0.3351525660588832,3.932909123087878,0.42499864484024064,0.32517747366593486,0.10716731834793991,0.14980169516523945,NaN,NaN
dense,6.046967877598577,80,0,OPTIMAL,39.876809423089355,0,5,3.5537914906565,NaN,3.212633059500201,3.212633059500201,uniform,0,80,7.289252641136223,SKIPPED_LARGE,3.993533673084223,long,NaN,NaN,3.5663171693528537,120,NaN,587.363917856806,0.006,270,0,3.629161986869495,uniform01,3.524183507140836,0.8824724656494743,147.0787442749124,0.8930229369015367,NaN,NaN,1.825263848471998,1.5141897809336557,9.98534448121789,0.8044587381728701,0.8044587381728701,0.9087595808517818,0.8898864468349135,NaN,NaN,0.11752753435052565,146.0787442749124,0.10697706309846333,NaN,NaN,0.8252638484719981,0.5141897809336557,8.98534448121789,0.19554126182712994,0.19554126182712994,0.09124041914821823,0.11011355316508653,NaN,NaN
sparse,4.1465068012531425,40,0,OPTIMAL,13.973794694782104,0,5,2.1109145992684875,NaN,1.9577535300917057,1.7891758316409934,uniform,0,80,5.191148528820521,SKIPPED_LARGE,2.7442598261651145,long,NaN,NaN,2.433817786911921,120,NaN,411.90645002874714,0.004,270,0,2.442313919786346,uniform01,1.6476258001149886,0.6003898699407829,150.09746748519572,0.8868758576380824,NaN,NaN,1.891638859894232,1.510974566518199,5.092008621614147,0.7133994789507636,0.651970274309348,0.8899718228209047,0.769210910403598,NaN,NaN,0.3996101300592171,149.09746748519572,0.11312414236191759,NaN,NaN,0.891638859894232,0.5109745665181991,4.092008621614147,0.2866005210492364,0.34802972569065205,0.1100281771790953,0.230789089596402,NaN,NaN
