n_base,m_base,density,length,weight_mode,dist_type,dual2,n,dsrse_lp_adaptive_failed_solves,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dsrse_lp_adaptive_total_solves,dual1,opt_mc,cdsrse_lp_adaptive,sdp_orig,lp_cons,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,alpha_pes,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt
8,12,dense,short,uniform01,uniform,1.5102573943964794,8.0,0.0,1.9684468167586284,0.0,1.0963414605984922,1.2480820712752176,0.8251158569296365,0.9662498022971058,42.0,1.6925933718104125,1.1345110333606123,1.008839492750596,NaN,1.035339744588323,1.0284224524659087,5.0855252752479245,0.19,12.0,40.0,1.134485431809939,0.9662498022971057,0.14831167447097326,3.482570134363298,0.08741324311190457,0.10010571477492713,NaN,0.4919144213138822,0.3311967446652706,0.7350618538523668,0.27271235566083063,0.14831167447097315,2.2566153982106485e-5,0.03364407364911681,0.11077154555099933,0.09351040031796909,0.8516883255290267,4.482570134363298,0.9125867568880954,1.1001057147749271,NaN,1.4919144213138822,1.3311967446652706,1.7350618538523668,0.7272876443391694,0.8516883255290268,0.9999774338460179,0.9663559263508832,0.8892284544490007,0.9064895996820309
