n_base,m_base,density,length,weight_mode,dist_type,dual2,n,dsrse_lp_adaptive_failed_solves,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dsrse_lp_adaptive_total_solves,dual1,opt_mc,cdsrse_lp_adaptive,sdp_orig,lp_cons,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,alpha_pes,sdp_orig_over_opt,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt
18,27,dense,short,uniform01,uniform,4.141848835632925,18.0,0.0,7.715228096220185,0.0,2.8191779421395005,3.2835087585452447,2.5896767334502173,2.36147491186313,2518.9,4.475125291256303,3.0326125192796236,2.592976310528223,NaN,2.913391969196627,2.7112443392672376,35.92340253216191,0.0685,27.0,2240.9,2.880174467410084,2.3726397166209585,NaN,0.2210383881744414,11.079734644372099,0.046185460721771675,0.08636491309345676,NaN,0.4760945916093835,0.3677294725545157,1.5586617003528358,0.15292318984258135,0.2234842420822182,0.055739001005401335,0.07269265179691874,0.15024533157480238,0.1140450329663856,0.7823748340868034,11.845694860052635,0.9606871800056682,1.0827327057679033,1.4756666942466288,1.365769220202518,2.5440863437617427,0.8539425056734177,0.7786932543640895,0.9497337523668371,0.9296202281751369,0.8550305368864489,0.8940292642171361
18,27,sparse,short,uniform01,uniform,2.7543762065879367,9.0,0.0,3.5828624102501814,0.0,1.7261061570092706,2.0128709645797285,1.5315598197276261,1.4747782083144656,1722.7,3.0390136486032087,1.8751715852086612,1.5801191538651267,NaN,1.798730066447483,1.7071728683474334,19.27027837970801,0.08430000000000001,27.0,1517.5,1.7892693206907733,1.4878246025855035,NaN,0.19971856615716047,9.547188040057003,0.04424249767122779,0.07178809752436202,NaN,0.6616928259939894,0.5034040156640552,1.015973876100836,0.18008040621422677,0.20308208739890424,0.046466349479077365,0.07919469340496564,0.15679109840647337,0.09100848557935154,0.793433845905864,10.27654137451304,0.9592349204925308,1.0734329489937022,1.6206589693310867,1.4688662244641688,1.9106851013058068,0.8167571606825519,0.7864764056513572,0.9541896511255373,0.9205057129836983,0.8426531024302492,0.9104088830129464
18,27,dense,long,uniform01,uniform,3.561875697583873,18.0,0.0,6.953854716973808,0.0,2.0935915482698393,2.6362928103232672,1.9563457522084469,1.8246472019655848,1939.1,4.223045756625057,2.3836284161144845,2.073198455799392,NaN,2.2352268718075066,2.117034714963487,49.63932924386849,0.039400000000000004,49.6,1781.1,2.2379250016377465,1.915768596414025,NaN,0.20262265792642817,20.391644366578348,0.06745506698160662,0.11649952531274754,NaN,0.7795621445370748,0.49629321258281645,1.9402033152586626,0.1852913578142322,0.23945985562489697,0.06634761288737828,0.1283852291209073,0.13610452077166535,0.12420612950664774,0.8037194822240329,20.825112214757358,0.9377413260793035,1.1059999085850163,1.771687956090479,1.4943082879461687,2.917340081181436,0.8207427546099889,0.7654914623563323,0.9388732683786986,0.8783212744554246,0.8697657914226751,0.8881563504828627
18,27,sparse,long,uniform01,uniform,2.4480686801950364,9.0,0.0,2.720656249592262,0.0,1.2495053148554474,1.590795079968712,1.2394366876528549,1.0784028285528466,1275.2,2.923581758150676,1.4648566499181856,1.2840669171162624,NaN,1.3709681233360298,1.297918997994934,30.3401630669741,0.045099999999999994,49.6,1093.3,1.3958337634759466,1.2058113580841803,NaN,0.1682008237129518,20.944410964783764,0.06727979346928833,0.08890109223226206,NaN,1.0713592008461426,0.71734862941533,0.872829573629787,0.14824711003292296,0.2638337518179718,0.04767313671656233,0.15195181442969594,0.1252063430404599,0.12409204314277249,0.8231599714221365,20.712035589740907,0.9359059969537636,1.0859732111381413,1.9958142377371617,1.6712001685159872,1.8572849771642943,0.846114660927456,0.7361831812096269,0.9528807911367341,0.8529881165677433,0.8765819626022652,0.8860382332069316
19,29,dense,short,uniform01,uniform,4.455892075640175,19.0,0.0,8.39780140551856,0.0,2.968508642287344,3.4303285053825947,2.718957398292652,2.568372117325049,2610.1,4.7511170622360055,3.175872947544257,2.8194350766464926,NaN,3.043800627573757,2.948018887363346,43.197780651333915,0.060899999999999996,29.0,2261.5,3.0425412861981007,2.495281955101594,NaN,0.21998099047394687,12.510153294421396,0.051714894197787,0.08384436867992151,NaN,0.49283233900253054,0.40393166730139207,1.6514418047969979,0.15663938804695596,0.20012187945800397,0.04756745585233132,0.07021208706943781,0.11788571536910061,0.07871665297095284,0.7856995529468741,13.601860453749131,0.9584138527731014,1.0801214538620305,1.496003505401501,1.4030448160987337,2.6442497997321204,0.8561291472302395,0.8087137488642429,0.9580173188448061,0.934706359894763,0.887766961466963,0.9282546676317456
19,29,sparse,short,uniform01,uniform,2.9914493420962094,9.0,0.0,4.061092658653267,0.0,1.9470190067109137,2.1836116747443453,1.8605532038114283,1.7516000253267592,1632.6,3.2482593916215046,2.070840600138042,1.8990348706358204,NaN,2.0096804906957253,1.9120711438916085,28.36275515828678,0.06820000000000001,29.0,1443.9,2.032362992187715,1.744232628605132,NaN,0.16039801112501614,12.933984836541336,0.0393175539348352,0.05503742891083947,NaN,0.5634971934114354,0.44445955641534846,0.9565045652250477,0.10377990530706975,0.16028692202785383,0.02046784893018273,0.06914630456910813,0.08433954418538878,0.0790616302425041,0.8422824183033989,13.696252215837434,0.9704660467646617,1.054456665857713,1.5685704594573702,1.4445579934529,1.9610841406057788,0.898453122701672,0.8458401024250721,0.9814193289682644,0.9402070862340277,0.9170357537461991,0.9233309139120366
19,29,dense,long,uniform01,uniform,3.8349943884641626,19.0,0.0,7.050485359634725,0.0,2.331176242139493,2.658336552791428,2.265429890733908,2.1260235713267024,1941.8,4.598538864933145,2.4807438725095166,2.253077212154806,NaN,2.3556195804115525,2.1751255016120083,69.54505927664081,0.033,52.8,1656.6,2.3652253880180147,2.1670620490945898,NaN,0.13537248307785194,26.334031134878963,0.05405673832539282,0.07670706381877238,NaN,0.8420618492958539,0.5432439515669314,1.8129026829899715,0.09421862644274248,0.15354425335512403,0.05756570907515851,0.06915207458357278,0.09596873389578793,0.1414880583014328,0.8735533212876158,28.03395386654292,0.949561785283626,1.0715884788630996,1.853693529546551,1.5459050129930134,2.8420851655686907,0.913205879832408,0.8570105099870792,0.9534339333569961,0.9397085559587733,0.9082264546220955,0.876803738473676
19,29,sparse,long,uniform01,uniform,2.6617834761200854,9.0,0.0,3.3291165053139764,0.0,1.5825864133424303,1.7687981722951538,1.4881381829252003,1.3302936718418352,1254.1,3.1703568416440833,1.6656859665501635,1.524564873842384,NaN,1.537347102961825,1.4768027191098319,47.53477916802944,0.033600000000000005,52.8,1080.9,1.6263501978257164,1.4136579324939103,NaN,0.1656278085676491,28.610771703624362,0.0771468888284952,0.06490447753007436,NaN,0.9163202620441007,0.6047100162206517,0.9581369233458152,0.1075071197936813,0.23228785741267122,0.02720734917599229,0.0591145549985741,0.08611366827796643,0.10691274346138498,0.8486941481663355,28.53765963249345,0.9229513448719606,1.0619037488552228,1.9033340649499944,1.5980103870557065,1.9986459465759792,0.8934086093114622,0.798646142524112,0.976384643015324,0.9501109123349089,0.915277491951224,0.8866033266573461
20,30,dense,short,uniform01,uniform,4.525721892900411,20.0,0.0,9.036945529866037,0.0,3.0000384364522796,3.4650173735063587,2.8030552014083776,2.782321952898745,2482.7,4.983748162163724,3.2041426510779423,2.849915619459135,NaN,3.1403532605193147,2.9259112164436645,45.74085963789603,0.06070000000000001,30.0,2234.0,3.045730606424142,2.704271109330402,NaN,0.16221722872700794,13.171976301142053,0.034558018459278306,0.08364754282098234,NaN,0.559059320295713,0.4188306420723009,1.8327415451043276,0.13026528404306106,0.1414892404042071,0.05294120494917931,0.07268823742968002,0.11814817660483264,0.09222209205480444,0.8439921076611951,14.275537833032441,0.9800915884512297,1.0814179488359086,1.5554077033639822,1.4124595518173517,2.820394256424824,0.8748222244304166,0.8683514611818897,0.9505602396945382,0.9362998977099233,0.8894471719292405,0.9131650912793553
20,30,sparse,short,uniform01,uniform,2.9549423596284745,10.0,0.0,3.628456182939915,0.0,1.7715282450789283,2.1436060451546135,1.7520320158555898,1.6248172330933652,1822.4,3.260343712168776,1.9807530312833646,1.78439453663504,NaN,1.9894883434976964,1.7204775660185625,21.17227066145407,0.07980000000000001,30.0,1609.8,1.909173248468616,1.6495344553911941,NaN,0.16715605960175683,9.796711840177917,0.01989332500144253,0.08552060883591059,NaN,0.643037485186967,0.4874698591160671,0.853956727527267,0.11478955598139998,0.18241478634432998,0.038333102419034856,0.11399684128706386,0.10198784527731135,0.13861533011908445,0.8327814873126469,10.689000762369748,1.004410096602842,1.0822177279545717,1.6460122290240002,1.491827760936918,1.8318569380600542,0.8845282517227387,0.8203027875921602,0.9638623383711947,0.894371088722315,0.9008667453503275,0.8685977195773039
20,30,dense,long,uniform01,uniform,3.9487400814447113,20.0,0.0,7.4871787312923175,0.0,2.4033779651746734,2.7890025109770535,2.2537322704030758,2.2134780876462172,1945.8,4.7789662734191705,2.5688759414225313,2.39543410333138,NaN,2.469063904161781,2.262143986958788,74.32694886067425,0.030900000000000004,57.6,1845.9,2.5168780758242186,2.264125096759227,NaN,0.12062326994992596,28.520939482995903,0.04199482610177502,0.09204299521496133,NaN,0.8799884111529375,0.5495369807379321,1.9560779145832616,0.12324245190379805,0.14037578762343134,0.02271059743618107,0.06784276684968385,0.07149827543059381,0.12076546633206224,0.8813680179142684,28.93364668264799,0.9611456374162316,1.0856898404492923,1.8603336176572185,1.5371470524411823,2.9145738844617948,0.8773223471255125,0.8616523873163333,0.9797585143136501,0.9355757226033219,0.9324833732550328,0.8805968207659384
20,30,sparse,long,uniform01,uniform,2.5700169539773903,10.0,0.0,3.4218719990666586,0.0,1.4466210855878068,1.7286136373156513,1.3491064824236707,1.275672851243025,1457.6,3.067624149953981,1.5905539134294606,1.3864870680464798,NaN,1.5577010475570652,1.418572579228497,31.977992146670477,0.04139999999999999,57.6,1311.0,1.516627926622247,1.3275887586958677,NaN,0.17889857677140278,19.495498085788828,0.03732672665132005,0.09228306595989558,NaN,0.9438179196091637,0.624137314200287,1.1239094494754558,0.16776631402057188,0.20764141116000262,0.05173545169128764,0.10159603153296148,0.13974352008378682,0.11500419018837413,0.8346707065297757,20.104940723273803,0.9793450158495036,1.0867997763046675,1.9286514742148833,1.6157999626910275,2.151371273978771,0.8481991531584145,0.8020305633604666,0.953521860414138,0.909507733987266,0.8717007681034944,0.8918733073120751
40,60,dense,short,uniform01,uniform,7.167528701608584,40.0,0.0,23.75533656475295,0.0,4.733567391465908,5.5387500094959545,4.25277692659534,4.118130417457119,3745.4,7.763404900711433,5.034360601111643,4.482911973869546,NaN,4.721154219633016,4.526073947585699,168.11011292513146,0.0252,60.0,3340.8,4.581436427064974,4.092157800519279,NaN,0.19428239642889084,32.9066750057032,0.0653903368369609,0.10428011496606908,NaN,0.5466051507414591,0.4287485615803478,3.744738925745286,0.16486314043885314,0.1932116639579448,0.09770683965786506,0.06414910979021418,0.11685310979183532,0.1067956627671753,0.8128455875043367,33.3925450012482,0.9377862639777002,1.100189368292954,1.5420835962757986,1.4237217532701003,4.718640249867582,0.8447501606572003,0.8180046571450982,0.9100334263011159,0.9402519538272018,0.890463025807025,0.8990365025870994
40,60,sparse,short,uniform01,uniform,4.8128741607824965,20.0,0.0,9.646472425926387,0.0,3.2008741582169167,3.6849452785444696,2.8586734062475525,2.8844725958486257,2806.9,5.21073281285994,3.4319550927062368,3.000087254988357,NaN,3.2356341298799167,3.0591147217370667,96.48456175321425,0.031000000000000007,60.0,2414.4,3.2217477637152925,2.839457357869057,NaN,0.17835631036276606,27.115002681958636,0.05802308305292477,0.078255229971919,NaN,0.5325250295248627,0.41137352428771,1.8495861635040334,0.1815527890065305,0.16433159178825402,0.07227539483801618,0.06961564729620148,0.12838618909333405,0.11967034316802441,0.8273585408805652,28.11358515683031,0.9427961737484412,1.0737160536791115,1.5182986583752367,1.4023709608004657,2.8107804925616753,0.8329576958401783,0.8404750405909598,0.9387499768170955,0.9326678443490054,0.8741627363843696,0.8913621067590456
40,60,dense,long,uniform01,uniform,5.944801789615632,40.0,0.0,20.50769284600733,0.0,3.4678027721085014,4.208656150597262,3.1681321955736967,3.077746539242722,2735.5,7.155196149717641,3.7924168086360575,3.37370497643347,NaN,3.581979732737986,3.360957636433118,237.49683359621372,0.0137,116.0,2494.7,3.53757832667054,3.191786522883807,NaN,0.1597429848769724,63.45690456066313,0.06072842313818331,0.11877634826027135,NaN,0.9132210222348235,0.5797324353833665,4.447675109156238,0.16839330770691177,0.19525541660958184,0.07514173944199484,0.0941703485906796,0.11467451785040109,0.11843520177933678,0.8416233457291665,62.62413800492289,0.9445110897571,1.109755694841703,1.8867114325155117,1.5675496891792546,5.40755246082324,0.8353860758024421,0.8115528156699721,0.9328031451117921,0.9144044410444686,0.8895923488027211,0.8862310779710647
40,60,sparse,long,uniform01,uniform,4.019158106631772,20.0,0.0,8.010922664664557,0.0,2.3922490406819925,2.7670515479063087,2.1154294211334657,2.108036896232923,1990.1,4.8904272527036605,2.5370284998656993,2.2643623814578566,NaN,2.3688531351106397,2.2869870085204083,135.5217963033041,0.016500000000000004,116.0,1734.9,2.376074460392791,2.074642915695308,NaN,0.18713405778711234,52.60061292263697,0.06777288103007019,0.0924902797209937,NaN,0.9535212859268279,0.5953869525109026,2.168177325250369,0.17089210865839669,0.18171965843189447,0.07638368399040649,0.060874464796976516,0.10729880420186537,0.09695771795441854,0.8177452148468697,53.417530118592715,0.9337116769622563,1.0906663240293855,1.927620148123106,1.5841990371194217,3.1576005807930914,0.8338217017449542,0.8309078500081943,0.9365580483303878,0.9429334517955273,0.8925254018934842,0.9014431681163505
80,120,dense,short,uniform01,uniform,9.639816795003952,80.0,0.0,56.161710766974196,0.0,6.046748152219438,NaN,5.249321039986932,5.169539892690812,0.0,10.241783735704114,6.8408902139990655,NaN,NaN,6.397527661389075,NaN,477.54872150400087,0.011899999999999997,120.0,0.0,6.138169166188952,5.510294940362001,NaN,0.19636543334318118,68.72035461903445,0.06367634624148487,NaN,NaN,0.5009630712078461,0.41146930684770966,7.239304609235868,0.23574452498812293,0.24657536025638901,0.1030460812583907,0.11471143176634209,NaN,NaN,0.8054938418812568,69.80797916136038,0.9351893483537126,NaN,1.4971419530670915,1.4091465428398804,8.209707948834781,0.7673447279193025,0.755682335335826,0.897276374005816,0.8839124679775578,NaN,NaN
80,120,sparse,short,uniform01,uniform,6.880400877191579,40.0,0.0,22.778394925514068,0.0,4.474567851049292,NaN,3.9378101431578747,3.9220711130515085,0.0,7.487985190504472,4.928837583132479,NaN,NaN,4.7236120084754125,NaN,324.72616297184743,0.012399999999999998,120.0,0.0,4.5255894928777805,3.890108473703407,NaN,0.21194755548154803,65.50856538492592,0.04038242197112566,NaN,NaN,0.5242191600727883,0.3992925774578656,3.644244686259686,0.20564106869444884,0.20318587081566403,0.08112998952295551,0.09099925784380913,NaN,NaN,0.7892547498453141,65.88291001576697,0.9583622768663769,NaN,1.5192193015509246,1.3959479818807097,4.62145374874322,0.7989328268056328,0.7957395728505363,0.918185965057015,0.9078343068885464,NaN,NaN
80,120,dense,long,uniform01,uniform,7.6231220954384735,80.0,0.0,49.28210719259782,0.0,4.401024019070005,NaN,3.808227512129956,3.8352674970643483,0.0,9.110756951821353,4.945487067466493,NaN,NaN,4.543174081546537,NaN,973.8356325815396,0.0044,264.7,0.0,4.393236591772712,3.9473480905197484,NaN,0.19737765259878412,194.76429056490164,0.08204454632463487,NaN,NaN,0.8512308844195282,0.5446970965624917,8.977849389299402,0.2344851026059732,0.22680834228514937,0.11506509350900156,0.11154742545225882,NaN,NaN,0.7981717547068468,196.9139984184455,0.9186504826659965,NaN,1.842236533536963,1.5414299929296342,9.965066437398326,0.7700409403923202,0.7755085484490216,0.8883324396242549,0.8899070928770199,NaN,NaN
80,120,sparse,long,uniform01,uniform,5.424064058825219,40.0,0.0,19.57836162498606,0.0,3.14989820059315,NaN,2.809259943108547,2.614504486582367,0.0,6.5395057886708,3.542319073297552,NaN,NaN,3.3599544359855202,NaN,734.5474923689068,0.0046,264.7,0.0,3.1872457622750208,2.79716353270718,NaN,0.21547460284820313,206.54757853920728,0.05570518093988974,NaN,NaN,0.8535201816314443,0.533323278960179,4.494503580385473,0.21461051674154358,0.2623383479136739,0.10214027063935653,0.112462426745785,NaN,NaN,0.7896418913227077,207.36344670530062,0.9485182916788272,NaN,1.8461086235755608,1.5312183760385951,5.526989867335842,0.7930567193353933,0.7380770711172892,0.8997624709476008,0.8892192192220852,NaN,NaN
