n_base,m_base,density,length,weight_mode,dist_type,dual2,n,dsrse_lp_adaptive_failed_solves,mu_pes_bound,cdsrse_lp_adaptive_failed_solves,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dsrse_lp_adaptive_total_solves,dual1,opt_mc,cdsrse_lp_adaptive,sdp_orig,lp_cons,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,cdsrse_lp_adaptive_total_solves,dsrse_weight,alpha_pes,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt
8,12,dense,short,uniform01,uniform,1.5284042473041395,8.0,0.0,2.0197643104105856,0.0,1.0112036023792446,1.2805185665367969,0.8251158569296365,0.9662498022971058,20.0,1.7463575300429548,1.1042359726011302,0.9946429292660991,NaN,1.0400719324164887,1.0368150716331468,6.03906126435691,0.16,12.0,20.0,1.0832283298994663,0.9662498022971057,0.1249607635757285,4.468995227651696,0.05810718159588402,0.15964214018532363,NaN,0.5815075521668143,0.3841282889053521,0.8291056988959014,0.2527721633755513,0.1249607635757285,0.01902459548766411,0.08425044332031606,0.09924784742963455,0.06105660623350928,0.8750392364242715,5.468995227651696,0.941892818404116,1.1596421401853236,NaN,1.5815075521668143,1.384128288905352,1.8291056988959014,0.7472278366244487,0.8750392364242715,0.9809754045123359,0.9157495566796839,0.9007521525703654,0.9389433937664907
