density,dual2,n,mu_pes_bound,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,n_base,dual1,opt_mc,length,cdsrse_lp_adaptive,sdp_orig,lp_cons,m_base,dsrse_lp_adaptive,alpha_pes_over_pstar,p_star,m,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,alpha_pes_over_pstar_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,mu_pes_bound_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,cdsrse_lp_adaptive_over_opt,dsrse_lp_adaptive_over_opt,alpha_gap,alpha_pes_over_pstar_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,mu_pes_bound_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,cdsrse_lp_adaptive_gap,dsrse_lp_adaptive_gap
dense,4.097981588427838,12,NaN,7,2.8647262879445874,NaN,2.5602360629269914,2.5439561513767415,uniform,12,4.552195990580791,3.012688545456828,short,2.6567218267201826,NaN,NaN,18,2.936770449919836,21.88235951219658,0.117,18,2.8426509138899063,uniform01,2.560236062927,0.8498177041194211,7.263399180507872,NaN,NaN,NaN,1.5110078330020404,1.360240704140375,NaN,0.8498177041194183,0.8444139223130314,0.9435595054047852,0.9508869717928959,0.8818441689654751,0.9748005496115829,0.15018229588057885,6.263399180507872,NaN,NaN,NaN,0.5110078330020404,0.360240704140375,NaN,0.15018229588058174,0.15558607768696864,0.05644049459521483,0.04911302820710406,0.11815583103452487,0.02519945038841709
sparse,2.359614917855229,6,NaN,7,1.728850310048935,NaN,1.7273267743767025,1.6451975508978363,uniform,12,2.604085766772205,1.8747300805310947,short,1.7273267743766985,NaN,NaN,18,1.861798328241577,14.275427887410702,0.121,18,1.870276122525163,uniform01,1.727326774376695,0.9213735845574944,7.6146577236156565,NaN,NaN,NaN,1.3890457052006602,1.2586424799813158,NaN,0.9213735845574984,0.877565025484504,0.9976242137189851,0.9221862539055045,0.9213735845574963,0.9931020724402875,0.07862641544250559,6.6146577236156565,NaN,NaN,NaN,0.3890457052006602,0.25864247998131584,NaN,0.0786264154425016,0.12243497451549601,0.002375786281014869,0.07781374609449554,0.0786264154425037,0.0068979275597125245
dense,3.8626967242875048,12,NaN,7,2.3387603129908143,NaN,1.7673106260789395,1.657852632347442,uniform,12,4.4190500157790105,2.5545343776334937,long,1.7673106260789402,NaN,NaN,18,2.2641016260458264,25.613197479404977,0.069,33,2.387625251084619,uniform01,1.7673106260789435,0.6918327823468832,10.026562062998307,NaN,NaN,NaN,1.7298847314291357,1.5120942423432506,NaN,0.6918327823468816,0.6489842716007085,0.9346616244391676,0.915532918040989,0.6918327823468818,0.8863069708003999,0.30816721765311683,9.026562062998307,NaN,NaN,NaN,0.7298847314291357,0.5120942423432506,NaN,0.3081672176531184,0.3510157283992915,0.06533837556083244,0.08446708195901098,0.30816721765311816,0.11369302919960012
sparse,2.246693103671852,6,NaN,7,1.6486471492133454,NaN,1.6451975508978363,1.6451975508978363,uniform,12,2.800495076307255,1.7063433987630903,long,1.6451975508978458,NaN,NaN,18,1.7025244326036746,26.53544436932006,0.062,33,1.697965790644754,uniform01,1.6451975508978438,0.9641655671949911,15.551057535403082,NaN,NaN,NaN,1.6412259562391154,1.3166711374161,NaN,0.9641655671949867,0.9641655671949867,0.995090315276275,0.9661871991349641,0.9641655671949922,0.9977619005868432,0.035834432805008865,14.551057535403082,NaN,NaN,NaN,0.6412259562391154,0.3166711374161,NaN,0.035834432805013305,0.035834432805013305,0.004909684723724994,0.03381280086503591,0.035834432805007754,0.00223809941315678
dense,3.73504831178518,12,NaN,8,2.196837614817987,NaN,2.418428327663607,1.883479924210579,uniform,12,3.912254150384826,2.5963915126524664,short,1.607818450745157,NaN,NaN,18,1.8097210701469302,22.97874276909421,0.102,18,2.5783142420513445,uniform01,2.3438317624476093,0.902726630797355,8.85026108624858,NaN,NaN,NaN,1.506804398073262,1.4385535823792093,NaN,0.9314574923998836,0.725422154182911,0.9930375405584907,0.8461118456567839,0.6192511579667791,0.6970139369690529,0.09727336920264495,7.8502610862485795,NaN,NaN,NaN,0.5068043980732619,0.4385535823792093,NaN,0.06854250760011638,0.274577845817089,0.0069624594415093055,0.15388815434321612,0.3807488420332209,0.3029860630309471
sparse,2.643874617631907,6,NaN,8,1.883479924210579,NaN,1.883479924210579,1.883479924210579,uniform,12,2.9087591967850974,1.928131395692522,short,1.8834799242105822,NaN,NaN,18,1.934771870938559,11.211190025063003,0.168,18,1.911186734719887,uniform01,1.8834799242105844,0.9768421013310142,5.814536317446514,NaN,NaN,NaN,1.5085897171133225,1.3712108124676397,NaN,0.9768421013310115,0.9768421013310115,0.9912118743512556,0.9768421013310115,0.9768421013310131,1.0034439951866725,0.023157898668985766,4.814536317446514,NaN,NaN,NaN,0.5085897171133225,0.37121081246763965,NaN,0.02315789866898854,0.02315789866898854,0.008788125648744427,0.02315789866898854,0.023157898668986876,0.0034439951866724883
dense,3.075865296450675,12,NaN,8,1.287881950083298,NaN,1.6422373481981514,1.1818855099611296,uniform,12,3.642823389686914,1.7159035088949546,long,1.2016123826398606,NaN,NaN,18,1.229904107889298,26.487699164486404,0.062,31,1.6888476948701507,uniform01,1.6422373481981571,0.9570685878810059,15.436590127112996,NaN,NaN,NaN,2.1229768287104327,1.7925630902354985,NaN,0.9570685878810025,0.6887832001242694,0.984232321989814,0.7505561608838347,0.7002796931242955,0.7167676396217401,0.042931412118994094,14.436590127112996,NaN,NaN,NaN,1.1229768287104327,0.7925630902354985,NaN,0.042931412118997536,0.3112167998757306,0.01576767801018597,0.2494438391161653,0.2997203068757045,0.28323236037825994
sparse,2.3340723885915873,6,NaN,8,1.1818855099611296,NaN,1.1818855099611296,1.1818855099611296,uniform,12,2.7820890432136034,1.1818855099611296,long,1.1818855099611318,NaN,NaN,18,1.1818855099611318,12.440900104854029,0.095,31,1.1818855099611296,uniform01,1.1818855099611327,1.0000000000000027,10.526315789473712,NaN,NaN,NaN,2.353941240302626,1.9748718204256106,NaN,1.0,1.0,1.0,1.0,1.0000000000000018,1.0000000000000018,2.6645352591003757e-15,9.526315789473712,NaN,NaN,NaN,1.353941240302626,0.9748718204256106,NaN,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15
dense,2.9546142710452097,12,NaN,9,1.9930655866174998,NaN,1.9354180427532506,1.94095951000657,uniform,12,3.0700162933480355,2.214633889615489,short,2.1239584745505193,NaN,NaN,18,2.1705994735168974,20.05389605107115,0.101,18,1.9850838991351059,uniform01,2.025443501158186,0.9145726120491408,9.055174376724166,NaN,NaN,NaN,1.3862409980012815,1.3341321492909144,NaN,0.8739223452817673,0.876424549948328,0.8963485605649075,0.8999526269163801,0.9590562505657705,0.980116615976541,0.08542738795085925,8.055174376724166,NaN,NaN,NaN,0.38624099800128153,0.3341321492909144,NaN,0.12607765471823273,0.12357545005167203,0.10365143943509247,0.10004737308361988,0.040943749434229515,0.019883384023459016
sparse,2.2368923031630024,6,NaN,9,1.4337611657246183,NaN,1.4879360935498185,1.295701350250334,uniform,12,2.2898170899472845,1.5759541180222862,short,1.4879360935498176,NaN,NaN,18,1.500430044080067,12.097041410974102,0.123,18,1.5011564365527572,uniform01,1.4879360935498145,0.9441493737248339,7.676011168494584,NaN,NaN,NaN,1.4529719258710698,1.4193892306776976,NaN,0.9441493737248364,0.8221694625706172,0.9525381604615527,0.9097734187362572,0.9441493737248359,0.9520772381133807,0.055850626275166126,6.676011168494584,NaN,NaN,NaN,0.4529719258710698,0.4193892306776976,NaN,0.05585062627516357,0.17783053742938282,0.04746183953844729,0.09022658126374283,0.05585062627516413,0.04792276188661926
dense,2.3938363251451245,12,NaN,9,1.7260089702818149,NaN,1.716675655443032,1.7236089750375565,uniform,12,2.7360020898774,1.7591970416668545,long,1.5137029520515493,NaN,NaN,18,1.5699778740664279,24.47722843137104,0.064,26,1.7252089718670618,uniform01,1.5665426196077465,0.8904872976158679,13.913864025247934,NaN,NaN,NaN,1.5552561907931666,1.3607550879445225,NaN,0.9758290940601326,0.9797702782653738,0.980679782312737,0.9811345343364188,0.8604510559074738,0.8924400376315209,0.10951270238413213,12.913864025247934,NaN,NaN,NaN,0.5552561907931666,0.3607550879445225,NaN,0.02417090593986737,0.020229721734626227,0.019320217687262997,0.01886546566358116,0.13954894409252616,0.10755996236847909
sparse,1.9152319207689288,6,NaN,9,1.3089216932532732,NaN,1.4879360935498185,1.295701350250334,uniform,12,2.1147206839416395,1.4879360935498185,long,1.4879360935498176,NaN,NaN,18,1.4879360935498176,20.107244507429925,0.074,26,1.4879360935498185,uniform01,1.4879360935498145,0.9999999999999973,13.513513513513477,NaN,NaN,NaN,1.4212442947710746,1.2871735077006543,NaN,1.0,0.8708044356657391,1.0,0.8796894563734491,0.9999999999999994,0.9999999999999994,2.6645352591003757e-15,12.513513513513477,NaN,NaN,NaN,0.4212442947710746,0.2871735077006543,NaN,0.0,0.12919556433426094,0.0,0.12031054362655091,5.551115123125783e-16,5.551115123125783e-16
dense,2.819770852700905,12,NaN,10,1.480022695395991,NaN,1.6775926316378222,1.4234297049745235,uniform,12,2.7778781741076135,1.9658820910652153,short,1.6775926316378222,NaN,NaN,18,1.9791567435776938,11.569604356122921,0.145,18,1.757656087638801,uniform01,1.6775926316378236,0.8533536366511271,5.885197494145704,NaN,NaN,NaN,1.4130441427453146,1.4343540060294304,NaN,0.8533536366511264,0.7240666728914736,0.8940801158051209,0.7528542541399516,0.8533536366511264,1.0067525171386478,0.14664636334887293,4.885197494145704,NaN,NaN,NaN,0.41304414274531465,0.4343540060294304,NaN,0.1466463633488736,0.27593332710852636,0.10591988419487908,0.24714574586004845,0.1466463633488736,0.006752517138647773
sparse,2.2699092382251043,6,NaN,10,1.3995354303656364,NaN,1.6536983570289339,1.3995354303656364,uniform,12,2.462422444361981,1.6536983570289339,short,1.653698357028938,NaN,NaN,18,1.653698357028938,12.528017856279872,0.132,18,1.6536983570289339,uniform01,1.6536983570289432,1.0000000000000056,7.575757575757618,NaN,NaN,NaN,1.4890396630652862,1.3726259257481919,NaN,1.0,0.8463063559427298,1.0,0.8463063559427298,1.0000000000000024,1.0000000000000024,5.551115123125783e-15,6.575757575757618,NaN,NaN,NaN,0.48903966306528623,0.37262592574819187,NaN,0.0,0.15369364405727015,0.0,0.15369364405727015,2.4424906541753444e-15,2.4424906541753444e-15
dense,2.126436119476489,12,NaN,10,1.1767225675115731,NaN,1.125169285912571,0.8710063592492708,uniform,12,2.12450646513217,1.465504996117229,long,1.1251692859125746,NaN,NaN,18,1.4845524518054263,15.00225714550099,0.075,29,1.4218579305881893,uniform01,1.1251692859125741,0.7677689867272001,10.236919823029334,NaN,NaN,NaN,1.4496753479250684,1.450992064244311,NaN,0.7677689867271978,0.5943387170681451,0.9702170476083807,0.8029468139850984,0.7677689867272003,1.0129971960100186,0.23223101327279994,9.236919823029334,NaN,NaN,NaN,0.44967534792506836,0.45099206424431104,NaN,0.23223101327280216,0.4056612829318549,0.02978295239161932,0.19705318601490163,0.2322310132727997,0.012997196010018586
sparse,1.8878124689292552,6,NaN,10,1.0207532284481946,NaN,1.125169285912571,0.8710063592492708,uniform,12,1.8443439588343455,1.3069142112334984,long,1.1251692859125746,NaN,NaN,18,1.326464804343433,12.364497647390925,0.091,29,1.270390482707998,uniform01,1.1251692859125741,0.8609358412673555,9.46083342052039,NaN,NaN,NaN,1.411220371606188,1.4444807874171715,NaN,0.860935841267353,0.6664602402840146,0.9720534613430912,0.7810407291269579,0.8609358412673558,1.0149593545941185,0.13906415873264455,8.46083342052039,NaN,NaN,NaN,0.41122037160618796,0.44448078741717145,NaN,0.139064158732647,0.3335397597159854,0.02794653865690877,0.21895927087304212,0.13906415873264422,0.014959354594118457
dense,3.5413249923064445,14,NaN,1,2.4525908399300334,NaN,2.2493352977129453,2.242993669058793,uniform,14,3.6370527664005534,2.6845544569438813,short,2.256599616071873,NaN,NaN,21,2.663007936022759,28.844498563742437,0.073,21,2.4497573517278863,uniform01,2.1056483951531977,0.7843567448247204,10.74461294280439,NaN,NaN,NaN,1.3548068496032686,1.3191481302032955,NaN,0.8378803014760248,0.8355180366176052,0.9125377752689399,0.9135932532812475,0.8405862694403319,0.9919738931481201,0.2156432551752796,9.74461294280439,NaN,NaN,NaN,0.3548068496032686,0.31914813020329547,NaN,0.16211969852397523,0.16448196338239485,0.08746222473106013,0.08640674671875248,0.15941373055966812,0.008026106851879877
sparse,1.7506155790550961,7,NaN,1,0.9967390849815532,NaN,1.123600024366575,0.9216117069199572,uniform,14,1.9431822592003918,1.2805814978893755,short,1.1165754468802165,NaN,NaN,21,1.200142013952758,11.866782415767217,0.084,21,1.2229675849811805,uniform01,0.9968097229244463,0.7784039708268196,9.266713938414517,NaN,NaN,NaN,1.5174217825285619,1.3670473780391328,NaN,0.8774139140839269,0.719682197844445,0.9550095694782778,0.7783488099932376,0.871928454940611,0.9371851896429897,0.22159602917318044,8.266713938414517,NaN,NaN,NaN,0.5174217825285619,0.3670473780391328,NaN,0.12258608591607312,0.280317802155555,0.04499043052172225,0.22165119000676237,0.128071545059389,0.06281481035701031
dense,2.9207205488470844,14,NaN,1,2.220114586137495,NaN,2.105648395153198,2.105648395153198,uniform,14,3.4477215443635343,2.2435693124521507,long,2.1056483951531964,NaN,NaN,21,2.2460066962465124,47.85564534439086,0.044,37,2.2260837590529112,uniform01,2.1056483951531977,0.9385261170522029,21.330139023913702,NaN,NaN,NaN,1.5367127394853173,1.3018187281474396,NaN,0.9385261170522031,0.9385261170522031,0.9922063680840204,0.9895457982133744,0.9385261170522023,1.0010863866700412,0.0614738829477971,20.330139023913702,NaN,NaN,NaN,0.5367127394853173,0.3018187281474396,NaN,0.061473882947796876,0.061473882947796876,0.007793631915979593,0.010454201786625594,0.06147388294779765,0.0010863866700412395
sparse,1.5195297338925302,7,NaN,1,0.6693775580154159,NaN,0.996809722924441,0.603307878497352,uniform,14,1.9282649676468877,1.023225247494944,long,0.996809722924443,NaN,NaN,21,1.0105024881903597,33.22699076414821,0.03,37,1.0059505614548887,uniform01,0.9968097229244463,0.9741840570928365,32.472801903094556,NaN,NaN,NaN,1.8844970570924227,1.4850393279609129,NaN,0.9741840570928314,0.5896139486143135,0.9831174161482557,0.6541839733276553,0.9741840570928334,0.9875660228911161,0.02581594290716349,31.472801903094556,NaN,NaN,NaN,0.8844970570924227,0.48503932796091287,NaN,0.0258159429071686,0.4103860513856865,0.01688258385174435,0.3458160266723447,0.0258159429071666,0.012433977108883942
dense,4.220801632083499,14,NaN,2,2.4230148392279323,NaN,1.3858515227856816,1.2706099514671847,uniform,14,4.481972221847322,2.9207838297775126,short,1.9184775767668307,NaN,NaN,21,2.042590535813001,21.08217117326183,0.091,21,2.6621132365633358,uniform01,1.9184775767668265,0.6568365509312493,7.217984076167575,NaN,NaN,NaN,1.5345100777926215,1.4450920978992867,NaN,0.4744793190981365,0.4350236188358972,0.9114379535462298,0.8295769151161394,0.6568365509312507,0.6993295823500205,0.34316344906875074,6.217984076167575,NaN,NaN,NaN,0.5345100777926215,0.4450920978992867,NaN,0.5255206809018635,0.5649763811641029,0.0885620464537702,0.1704230848838606,0.3431634490687493,0.3006704176499795
sparse,3.9156389209065785,7,NaN,2,2.722973790684025,NaN,1.918477576766819,1.8032360054483507,uniform,14,4.117130939211124,2.753894584566579,short,1.9184775767668307,NaN,NaN,21,2.050158399169475,17.129264078275238,0.112,21,2.6738434271377742,uniform01,1.9184775767668265,0.6966416171186762,6.220014438559609,NaN,NaN,NaN,1.495021255455607,1.4218550495181137,NaN,0.6966416171186735,0.6547948550950626,0.9709316551630448,0.988771976220208,0.6966416171186777,0.7444578346095766,0.3033583828813238,5.220014438559609,NaN,NaN,NaN,0.49502125545560705,0.4218550495181137,NaN,0.30335838288132655,0.34520514490493737,0.029068344836955196,0.01122802377979204,0.30335838288132233,0.2555421653904234
dense,3.738471478803354,14,NaN,2,1.7526417327417154,NaN,1.8032360054483507,1.2706099514671847,uniform,14,4.180710358328362,2.423320887816887,long,0.977441732619412,NaN,NaN,21,0.9789553052907067,40.07191123218541,0.045,35,2.2196110938826488,uniform01,1.8032360054483432,0.7441177165244658,16.53594925609924,NaN,NaN,NaN,1.725198829154923,1.542705919632152,NaN,0.7441177165244689,0.5243259189714027,0.9159377551035943,0.7232396425719044,0.4033480409191563,0.403972627072358,0.2558822834755342,15.53594925609924,NaN,NaN,NaN,0.725198829154923,0.542705919632152,NaN,0.2558822834755311,0.4756740810285973,0.08406224489640568,0.27676035742809557,0.5966519590808437,0.596027372927642
sparse,3.4098835395516383,7,NaN,2,2.1560534559247055,NaN,1.8032360054483507,1.8032360054483507,uniform,14,3.891336836994083,2.3776762887690968,long,0.977441732619412,NaN,NaN,21,0.9819824506332964,36.800734805068224,0.049,35,2.1478401396175446,uniform01,1.8032360054483432,0.7584026530297207,15.477605163871848,NaN,NaN,NaN,1.6366133839895403,1.4341243825571002,NaN,0.7584026530297239,0.7584026530297239,0.9033358114234564,0.9067901573097978,0.41109117218199015,0.41300090145646384,0.24159734697027935,14.477605163871848,NaN,NaN,NaN,0.6366133839895403,0.4341243825571002,NaN,0.24159734697027613,0.24159734697027613,0.09666418857654357,0.09320984269020216,0.5889088278180099,0.5869990985435362
dense,3.044698666810593,14,NaN,3,1.831610458628811,NaN,1.4371686164912532,1.4822530231799635,uniform,14,3.2222004273522273,2.141031150361853,short,1.4371686164912572,NaN,NaN,21,1.9871911296124034,16.147961983047846,0.089,21,2.061507179041366,uniform01,1.4371686164912583,0.6712506804248803,7.54214247668405,NaN,NaN,NaN,1.504975967681576,1.4220711671084336,NaN,0.671250680424878,0.6923080137948716,0.9628571628642363,0.8554805278378377,0.6712506804248799,0.9281467620293851,0.32874931957511966,6.54214247668405,NaN,NaN,NaN,0.5049759676815759,0.4220711671084336,NaN,0.328749319575122,0.3076919862051284,0.03714283713576372,0.14451947216216232,0.3287493195751201,0.07185323797061494
sparse,2.420669310812337,7,NaN,3,1.5396839176756587,NaN,1.2416998392019996,1.2416998392019996,uniform,14,2.632519127433687,1.5934976021494656,short,1.2416998392019996,NaN,NaN,21,1.5739827155704953,11.391741644055054,0.109,21,1.5431418338859848,uniform01,1.2416998392020009,0.7792291858657802,7.148891613447525,NaN,NaN,NaN,1.6520383362250985,1.5190919067258721,NaN,0.7792291858657793,0.7792291858657793,0.9683992193050331,0.9662292027291302,0.7792291858657793,0.9877534258271574,0.22077081413421984,6.148891613447525,NaN,NaN,NaN,0.6520383362250985,0.5190919067258721,NaN,0.22077081413422073,0.22077081413422073,0.03160078069496686,0.033770797270869846,0.22077081413422073,0.012246574172842584
dense,2.697435649393128,14,NaN,3,1.2443518871672181,NaN,1.4371686164912532,1.1422683547688148,uniform,14,3.136170916363734,1.5636779915585022,long,1.4371686164912572,NaN,NaN,21,1.5487575582987256,28.743372329825164,0.05,36,1.4910141408205813,uniform01,1.4371686164912583,0.9190949954209221,18.38189990841844,NaN,NaN,NaN,2.0056373072296965,1.725058269001165,NaN,0.9190949954209189,0.7305010116758933,0.9535301698110507,0.7957852536678508,0.9190949954209214,0.9904581164790166,0.0809050045790779,17.38189990841844,NaN,NaN,NaN,1.0056373072296965,0.7250582690011651,NaN,0.08090500457908112,0.2694989883241067,0.046469830188949346,0.2042147463321492,0.08090500457907857,0.009541883520983396
sparse,2.2142507637232596,7,NaN,3,1.1467869372285227,NaN,0.7731360610007322,0.7731360610007322,uniform,14,2.542986521407986,1.1903646841001907,long,0.7731360610007275,NaN,NaN,21,1.1701639076795718,11.714182742435284,0.066,36,1.1366006713052084,uniform01,0.7731360610007287,0.6494951264327457,9.840835248980996,NaN,NaN,NaN,2.1363087761044057,1.8601448726589493,NaN,0.6494951264327485,0.6494951264327485,0.9548339987626371,0.9633912636574825,0.6494951264327447,0.983029758282951,0.35050487356725435,8.840835248980996,NaN,NaN,NaN,1.1363087761044057,0.8601448726589493,NaN,0.35050487356725146,0.35050487356725146,0.04516600123736292,0.03660873634251749,0.35050487356725535,0.016970241717048973
dense,2.329475941301369,14,NaN,4,1.4668698756179057,NaN,1.3075732208648336,1.2649193378072723,uniform,14,2.6211160849605912,1.7131543583196815,short,1.5187873039558,NaN,NaN,21,1.6733465675049553,19.028904866330006,0.068,21,1.6357219631806201,uniform01,1.2939655309104405,0.7553117000966595,11.107525001421463,NaN,NaN,NaN,1.5299941142089897,1.3597583486792142,NaN,0.7632547613207165,0.7383568980018514,0.9548012735904255,0.8562391757019842,0.8865443423588968,0.9767634535548968,0.2446882999033405,10.107525001421463,NaN,NaN,NaN,0.5299941142089897,0.3597583486792142,NaN,0.23674523867928354,0.26164310199814855,0.04519872640957445,0.14376082429801584,0.11345565764110321,0.0232365464451032
sparse,2.0662474474130583,7,NaN,4,1.2659019122820894,NaN,0.9001469978826637,0.9001469978826637,uniform,14,2.249140418901641,1.6373547344658836,short,1.5263461901785953,NaN,NaN,21,1.6209776740268593,11.350574832547723,0.114,21,1.6243461877623997,uniform01,1.2939655309104405,0.7902780647790052,6.932263726131625,NaN,NaN,NaN,1.3736427247912935,1.2619424513937614,NaN,0.5497568602177694,0.5497568602177694,0.9920551445391415,0.7731384565819424,0.9322025081366988,0.9899978544085215,0.2097219352209948,5.932263726131625,NaN,NaN,NaN,0.37364272479129346,0.2619424513937614,NaN,0.45024313978223063,0.45024313978223063,0.007944855460858546,0.22686154341805764,0.0677974918633012,0.010002145591478495
dense,2.0382512205260634,14,NaN,4,1.040579621118652,NaN,1.0243786506594499,1.0250387001806378,uniform,14,2.621244801381641,1.1490050909508827,long,1.0012125898306252,NaN,NaN,21,1.0679140548265138,17.14070346516195,0.057,42,1.0780390580137382,uniform01,0.9770200975142311,0.8503183364537386,14.917865551819974,NaN,NaN,NaN,2.2813169602341588,1.7739270579204023,NaN,0.891535345428021,0.8921097985147708,0.9382369725808481,0.9056353442764113,0.871373501924218,0.9294249984068736,0.14968166354626145,13.917865551819974,NaN,NaN,NaN,1.2813169602341588,0.7739270579204023,NaN,0.10846465457197896,0.10789020148522921,0.06176302741915185,0.09436465572358865,0.12862649807578197,0.07057500159312635
sparse,1.7033403608109279,7,NaN,4,0.9001469978826637,NaN,0.995437156520229,0.9001469978826637,uniform,14,2.1119398494310886,1.065349229396867,long,0.9992324412670623,NaN,NaN,21,1.0601675219039823,15.568385337514417,0.062,42,0.9001469978826637,uniform01,0.9652398909258939,0.9060314348491634,14.613410239502635,NaN,NaN,NaN,1.9823920561961965,1.5988563316230595,NaN,0.9343763801131976,0.8449313831036136,0.8449313831036136,0.8449313831036136,0.9379388595726157,0.9951361418867143,0.09396856515083662,13.613410239502635,NaN,NaN,NaN,0.9823920561961965,0.5988563316230595,NaN,0.06562361988680243,0.1550686168963864,0.1550686168963864,0.1550686168963864,0.06206114042738431,0.004863858113285713
dense,3.401529964655097,14,NaN,5,2.8226570821421864,NaN,2.813865641807059,2.813865641807059,uniform,14,3.7728043558016533,2.922144548348357,short,2.2102822863914984,NaN,NaN,21,2.3120844395744933,29.619638334811,0.095,21,2.837127857835232,uniform01,2.813865641807045,0.9629453968652877,10.13626733542408,NaN,NaN,NaN,1.2911080521099148,1.1640526019076287,NaN,0.9629453968652923,0.9629453968652923,0.9709060626172044,0.9659539545152199,0.7563904693355383,0.7912286340801726,0.037054603134712316,9.13626733542408,NaN,NaN,NaN,0.29110805210991475,0.16405260190762871,NaN,0.03705460313470765,0.03705460313470765,0.029093937382795643,0.034046045484780074,0.24360953066446167,0.20877136591982737
sparse,2.3105779449478487,7,NaN,5,1.8472261288161915,NaN,1.7062832325055206,1.8087624031044862,uniform,14,2.8219528987416282,1.8537450315634092,short,1.3591463330463103,NaN,NaN,21,1.3748728318588597,9.60752278046009,0.161,21,1.8466101237799817,uniform01,1.5468111676540746,0.8344249836502741,5.182763873604187,NaN,NaN,NaN,1.5222982938282796,1.2464378356278891,NaN,0.9204519518342161,0.9757341879853965,0.9961510846087555,0.9964833876092875,0.7331894677554631,0.7416731041481585,0.16557501634972593,4.182763873604187,NaN,NaN,NaN,0.5222982938282796,0.24643783562788912,NaN,0.07954804816578387,0.02426581201460354,0.003848915391244545,0.003516612390712548,0.2668105322445369,0.25832689585184154
dense,3.0201657456233066,14,NaN,5,2.3134513713158458,NaN,2.196876187494433,2.1790104214869004,uniform,14,3.6660830515600633,2.344342988957248,long,1.2534898188421955,NaN,NaN,21,1.3596763402344074,41.543625495437766,0.049,30,2.1552232516401584,uniform01,2.0356376492764507,0.8683190381548616,17.72079669703799,NaN,NaN,NaN,1.563799780505121,1.2882781059979032,NaN,0.9370967464413527,0.9294759477392485,0.9193293224549839,0.9868229103902828,0.5346870422743651,0.5799818314295319,0.13168096184513844,16.72079669703799,NaN,NaN,NaN,0.5637997805051209,0.28827810599790316,NaN,0.06290325355864734,0.07052405226075154,0.08067067754501611,0.013177089609717196,0.46531295772563486,0.42001816857046814
sparse,2.245268200609618,7,NaN,5,1.5402579225880273,NaN,1.5402579225880273,1.5402579225880273,uniform,14,2.721291651555764,1.5402579225880273,long,1.0271488372408684,NaN,NaN,21,1.0689284013759948,18.33640384033372,0.084,30,1.5402579225880273,uniform01,1.5402579225880326,1.0000000000000036,11.904761904761944,NaN,NaN,NaN,1.7667765973787675,1.4577222215075467,NaN,1.0,1.0,1.0,1.0,0.6668680759096474,0.6939931200483109,3.552713678800501e-15,10.904761904761944,NaN,NaN,NaN,0.7667765973787675,0.4577222215075467,NaN,0.0,0.0,0.0,0.0,0.33313192409035264,0.30600687995168907
dense,4.639762314152677,14,NaN,6,3.5625680828442063,NaN,3.406432554442675,3.552359099811956,uniform,14,5.115604249426962,3.712785838245387,short,3.4287958615810377,NaN,NaN,21,3.5425849265282694,24.946257886176134,0.128,21,3.5017380447682673,uniform01,3.1931210094305453,0.8600337182226411,6.719013423614383,NaN,NaN,NaN,1.3778344543149108,1.2496714101735982,NaN,0.9174869499212779,0.9567907373539093,0.9431564860803127,0.9595404200657661,0.9235102725993591,0.9541581660962292,0.13996628177735893,5.719013423614383,NaN,NaN,NaN,0.3778344543149108,0.24967141017359817,NaN,0.08251305007872212,0.04320926264609071,0.05684351391968734,0.04045957993423388,0.07648972740064086,0.045841833903770834
sparse,3.153286510824839,7,NaN,6,2.482296296568559,NaN,2.3414806677452833,2.358455176674844,uniform,14,3.4625283220788665,2.524843669124659,short,2.3425268836705713,NaN,NaN,21,2.499132816796244,9.416176473591298,0.212,21,2.505750680487976,uniform01,1.996229412401355,0.7906348566497308,3.7294097011779757,NaN,NaN,NaN,1.3713832521279603,1.2489036645655196,NaN,0.9273764931977171,0.9340994872337975,0.9924379521511911,0.9831485120934831,0.9277908617933184,0.9898168537550173,0.20936514335026923,2.7294097011779757,NaN,NaN,NaN,0.3713832521279603,0.2489036645655196,NaN,0.07262350680228291,0.06590051276620246,0.007562047848808873,0.016851487906516915,0.07220913820668162,0.010183146244982733
dense,4.1451048093850025,14,NaN,6,3.040297290307434,NaN,3.1080371886724363,3.0376845010983815,uniform,14,4.9782935262058094,3.109650389439382,long,2.2317874916379106,NaN,NaN,21,2.239037986201838,37.32973882041436,0.073,28,3.0895517163672794,uniform01,2.7250709338902483,0.8763271083928934,12.004480936888951,NaN,NaN,NaN,1.6009174353208602,1.3329809754376587,NaN,0.9994812276092437,0.9768572413846257,0.9935366775826765,0.9776974609854933,0.717697236710994,0.7200288475533416,0.1236728916071066,11.004480936888951,NaN,NaN,NaN,0.6009174353208602,0.3329809754376587,NaN,0.0005187723907562614,0.023142758615374293,0.006463322417323503,0.02230253901450674,0.28230276328900605,0.2799711524466584
